5.7531001955464789e-02,8.7494303248841485e-02,1.0451669032742847e-01,1.0999896472239995e-01,1.4017282905398840e-01,1.4539497462085391e-01,1.4676425482044242e-01,1.6504204711830300e-01,1.9641479208042215e-01,1.9861444941644404e-01
4.7340006083655288e-02,7.3322138300789180e-02,7.7255858509241923e-02,7.8467559264952594e-02,8.2673766631257514e-02,9.0897012151120615e-02,1.1681159403073145e-01,1.2282547865976449e-01,1.3397584705461307e-01,1.3478395051711622e-01
5.7531001955464789e-02,6.6493786190895937e-02,8.2673766631257514e-02,8.7284001655519222e-02,9.3436919175456254e-02,1.0808166919973848e-01,1.2013967631470218e-01,1.2803071122586504e-01,1.4416829020626962e-01,1.5828854882776169e-01
4.3557006072502118e-02,4.5890364010322628e-02,4.7340006083655288e-02,5.2016152587435575e-02,7.8988404743980820e-02,8.1695054201574385e-02,8.7523011265605133e-02,9.3367844828934815e-02,9.3436919175456254e-02,1.0912659371574146e-01
4.5890364010322628e-02,5.0134469469618727e-02,5.5282561346234355e-02,6.6493786190895937e-02,7.3322138300789180e-02,7.7155240061840907e-02,9.1803521261433402e-02,9.5469004713566077e-02,1.0684705044596082e-01,1.0999896472239995e-01
2.3989710460938642e-02,5.8530785916478340e-02,6.4188175679027584e-02,8.7730761400997267e-02,8.8206376696927297e-02,9.5431000020948273e-02,1.0768569630178890e-01,1.1295139742385112e-01,1.3392407079012950e-01,1.3397584705461307e-01
2.3989710460938642e-02,5.0628528756025706e-02,6.4007312082293988e-02,7.3106886200955304e-02,7.7639542689280847e-02,7.7758083727673746e-02,1.0158973658790243e-01,1.0999290170279630e-01,1.1551606165377187e-01,1.3351610307749190e-01
4.7338261322099617e-02,5.8595630221034839e-02,6.4188175679027584e-02,7.7758083727673746e-02,7.8467559264952594e-02,8.1695054201574385e-02,8.5852659603531986e-02,9.1014166529176072e-02,9.7889382595865063e-02,1.0539942918724969e-01
3.4814582950252623e-02,5.0628528756025706e-02,5.4584047486420671e-02,5.8530785916478340e-02,5.8595630221034839e-02,7.7081484573140222e-02,8.3815197977457262e-02,8.7302075742792001e-02,8.8834934355803669e-02,1.1179108753832274e-01
4.4200972410120817e-02,4.7338261322099617e-02,5.2016152587435575e-02,6.0522072039873240e-02,7.7081484573140222e-02,7.7255858509241923e-02,8.7920962688081181e-02,8.8562607555337430e-02,9.5469004713566077e-02,9.7175187625236040e-02
4.7610657766930756e-02,7.7639542689280847e-02,8.5646144022955367e-02,8.7495056237483784e-02,9.5431000020948273e-02,1.0253657991664164e-01,1.1345038279794892e-01,1.1724743056033421e-01,1.2021757361134683e-01,1.3813590386644226e-01
4.7475736497701287e-02,7.4580172680146523e-02,8.7428300795561964e-02,8.9402458830837986e-02,9.4811719159604624e-02,1.0253657991664164e-01,1.0853279867394872e-01,1.1716040560274209e-01,1.2000015715406802e-01,1.2423547243038804e-01
4.7610657766930756e-02,5.0587002530299401e-02,6.4007312082293988e-02,7.4461899606448168e-02,7.7029525313349403e-02,8.3815197977457262e-02,8.7730761400997267e-02,9.3741714343196947e-02,1.0370445813464435e-01,1.0777265695899435e-01
2.9757881997883255e-02,4.8142413774135591e-02,7.4461899606448168e-02,7.4580172680146523e-02,7.7570565171325087e-02,7.9391280484693322e-02,8.1556807766114181e-02,8.5646144022955367e-02,9.1845606209552871e-02,1.0267481980018318e-01
2.9111532714718055e-02,7.0225482924648364e-02,8.1284435982550349e-02,8.9235000050430821e-02,8.9402458830837986e-02,1.0198715935841850e-01,1.1375504850775335e-01,1.1437467863124336e-01,1.1984814061553151e-01,1.2024772471859531e-01
2.9111532714718055e-02,4.7580525984903303e-02,7.3349341408086813e-02,7.5115682550313340e-02,8.7541381346206620e-02,9.0890006738916618e-02,9.1005094912316870e-02,9.6500700893821553e-02,1.0853279867394872e-01,1.0996699202943477e-01
4.3548001653349246e-02,4.7475736497701287e-02,7.7570565171325087e-02,7.8399909292048056e-02,8.1284435982550349e-02,8.2418023477867280e-02,8.7541381346206620e-02,9.7875010523633107e-02,9.8018064182067419e-02,1.0313361756963878e-01
3.5990345955545143e-02,4.4174094535146279e-02,4.7580525984903303e-02,7.0225482924648364e-02,7.7070059277257574e-02,7.8399909292048056e-02,8.0423995082320149e-02,9.1807889900600251e-02,9.8297006963591990e-02,1.0289981322626721e-01
