header,real:3
1000,-110.869362,55.499106
5000,-110.869362,55.499106
7000,-110.869362,55.499106
9000,-110.869362,55.499106
9500,-110.869362,55.499106
11000,-110.869362,55.499106
12000,-110.869362,55.499106
13000,-110.869362,55.499106
1000,-112.129601,56.109856
5000,-112.129601,56.109856
7000,-112.129601,56.109856
9000,-112.129601,56.109856
9500,-112.129601,56.109856
10000,-112.129601,56.109856
11000,-112.129601,56.109856
12000,-112.129601,56.109856
13000,-112.129601,56.109856
14000,-112.129601,56.109856
1000,-110.888007,55.150116
5000,-110.888007,55.150116
7000,-110.888007,55.150116
9000,-110.888007,55.150116
9500,-110.888007,55.150116
10000,-110.888007,55.150116
11000,-110.888007,55.150116
12000,-110.888007,55.150116
13000,-110.888007,55.150116
14000,-110.888007,55.150116
4000,-114.575711,55.325013
5000,-114.575711,55.325013
7000,-114.575711,55.325013
9000,-114.575711,55.325013
9500,-114.575711,55.325013
10000,-114.575711,55.325013
11000,-114.575711,55.325013
12000,-114.575711,55.325013
13000,-114.575711,55.325013
14000,-114.575711,55.325013
1000,-111.964905,55.41193
5000,-111.964905,55.41193
7000,-111.964905,55.41193
9000,-111.964905,55.41193
9500,-111.964905,55.41193
10000,-111.964905,55.41193
11000,-111.964905,55.41193
12000,-111.964905,55.41193
13000,-111.964905,55.41193
14000,-111.964905,55.41193
2000,-112.833178,56.546201
3000,-112.833178,56.546201
5000,-112.833178,56.546201
6000,-112.833178,56.546201
9000,-112.833178,56.546201
9500,-112.833178,56.546201
10000,-112.833178,56.546201
1000,-110.605642,55.324622
5000,-110.605642,55.324622
7000,-110.605642,55.324622
9000,-110.605642,55.324622
9500,-110.605642,55.324622
10000,-110.605642,55.324622
11000,-110.605642,55.324622
12000,-110.605642,55.324622
13000,-110.605642,55.324622
14000,-110.605642,55.324622
1000,-113.682875,55.411841
4000,-113.682875,55.411841
5000,-113.682875,55.411841
7000,-113.682875,55.411841
9000,-113.682875,55.411841
9500,-113.682875,55.411841
10000,-113.682875,55.411841
11000,-113.682875,55.411841
12000,-113.682875,55.411841
13000,-113.682875,55.411841
14000,-113.682875,55.411841
1000,-114.450808,55.586686
4000,-114.450808,55.586686
5000,-114.450808,55.586686
6000,-114.450808,55.586686
9000,-114.450808,55.586686
9500,-114.450808,55.586686
11000,-114.450808,55.586686
12000,-114.450808,55.586686
13000,-114.450808,55.586686
14000,-114.450808,55.586686
1000,-112.495061,55.935304
5000,-113.121478,56.022553
6000,-113.121478,56.022553
2000,-113.208938,56.982633
6000,-113.208938,56.982633
14000,-113.208938,56.982633
1000,-110.605642,55.339077
5000,-110.605642,55.339077
7000,-110.605642,55.339077
9000,-110.605642,55.339077
9500,-110.605642,55.339077
10000,-110.605642,55.339077
11000,-110.605642,55.339077
12000,-110.605642,55.339077
13000,-110.605642,55.339077
5000,-113.715836,55.775303
1000,-113.871107,55.775306
4000,-113.871107,55.775306
5000,-113.871107,55.775306
6000,-113.871107,55.775306
9000,-113.871107,55.775306
9500,-113.871107,55.775306
11000,-113.871107,55.775306
12000,-113.871107,55.775306
13000,-113.871107,55.775306
1000,-114.575714,55.339463
4000,-114.575714,55.339463
5000,-114.575714,55.339463
7000,-114.575714,55.339463
11000,-114.575714,55.339463
12000,-114.575714,55.339463
13000,-114.575714,55.339463
14000,-114.575714,55.339463
10000,-112.155694,55.949784
11000,-112.155694,55.949784
1000,-111.311853,54.989561
5000,-111.311853,54.989561
7000,-111.311853,54.989561
9000,-111.311853,54.989561
9500,-111.311853,54.989561
10000,-111.311853,54.989561
11000,-111.311853,54.989561
12000,-111.311853,54.989561
13000,-111.311853,54.989561
14000,-111.311853,54.989561
1000,-113.695712,56.036996
4000,-113.695712,56.036996
5000,-113.695712,56.036996
6000,-113.695712,56.036996
9000,-113.695712,56.036996
9500,-113.695712,56.036996
10000,-113.695712,56.036996
11000,-113.695712,56.036996
12000,-113.695712,56.036996
13000,-113.695712,56.036996
1000,-111.97299,56.124313
1000,-113.923166,56.648045
4000,-113.923166,56.648045
14000,-113.923166,56.648045
1000,-114.678261,55.164976
5000,-114.678261,55.164976
7000,-114.678261,55.164976
9000,-114.678261,55.164976
9500,-114.678261,55.164976
14000,-114.678261,55.164976
1000,-112.085572,55.775336
5000,-112.085572,55.775336
7000,-112.085572,55.775336
9000,-112.085572,55.775336
9500,-112.085572,55.775336
10000,-112.085572,55.775336
11000,-112.085572,55.775336
12000,-112.085572,55.775336
13000,-112.085572,55.775336
14000,-112.085572,55.775336
1000,-111.174674,56.211752
14000,-111.174674,56.211752
1000,-110.964931,55.164587
5000,-110.964931,55.164587
7000,-110.964931,55.164587
9000,-110.964931,55.164587
9500,-110.964931,55.164587
10000,-110.964931,55.164587
11000,-110.964931,55.164587
12000,-110.964931,55.164587
13000,-110.964931,55.164587
14000,-110.964931,55.164587
1000,-111.118836,55.164582
5000,-111.118836,55.164582
7000,-111.118836,55.164582
9000,-111.118836,55.164582
9500,-111.118836,55.164582
10000,-111.118836,55.164582
11000,-111.118836,55.164582
12000,-111.118836,55.164582
13000,-111.118836,55.164582
14000,-111.118836,55.164582
1000,-110.96493,55.251852
5000,-110.96493,55.251852
9000,-110.96493,55.251852
9500,-110.96493,55.251852
11000,-110.96493,55.251852
14000,-110.96493,55.251852
1000,-110.990255,56.211735
14000,-113.710485,56.822392
1000,-111.093209,55.339102
5000,-111.093209,55.339102
7000,-111.093209,55.339102
9000,-111.093209,55.339102
9500,-111.093209,55.339102
13000,-111.093209,55.339102
14000,-111.093209,55.339102
1000,-112.860035,56.211706
4000,-112.860035,56.211706
5000,-112.860035,56.211706
6000,-112.860035,56.211706
9000,-112.860035,56.211706
9500,-112.860035,56.211706
10000,-112.860035,56.211706
11000,-112.860035,56.211706
1000,-110.631343,55.179175
5000,-110.631343,55.179175
7000,-110.631343,55.179175
9000,-110.631343,55.179175
9500,-110.631343,55.179175
10000,-110.631343,55.179175
11000,-110.631343,55.179175
12000,-110.631343,55.179175
13000,-110.631343,55.179175
14000,-110.631343,55.179175
1000,-111.246961,55.266483
5000,-111.246961,55.266483
7000,-111.246961,55.266483
9000,-111.246961,55.266483
9500,-111.246961,55.266483
10000,-111.246961,55.266483
11000,-111.246961,55.266483
12000,-111.246961,55.266483
13000,-111.246961,55.266483
14000,-111.246961,55.266483
1000,-112.189081,55.52818
5000,-112.189081,55.52818
7000,-112.189081,55.52818
9000,-112.189081,55.52818
9500,-112.189081,55.52818
10000,-112.189081,55.52818
11000,-112.189081,55.52818
12000,-112.189081,55.52818
13000,-112.189081,55.52818
1000,-110.95502,55.877149
7000,-110.95502,55.877149
9000,-110.95502,55.877149
9500,-110.95502,55.877149
10000,-110.95502,55.877149
11000,-110.95502,55.877149
12000,-110.95502,55.877149
13000,-110.95502,55.877149
14000,-110.95502,55.877149
10000,-112.860039,56.313592
4000,-113.045855,56.749766
5000,-113.045855,56.749766
6000,-113.045855,56.749766
10000,-113.045855,56.749766
11000,-113.045855,56.749766
12000,-113.045855,56.749766
13000,-113.045855,56.749766
14000,-113.045855,56.749766
2000,-112.752616,57.01173
3000,-112.752616,57.01173
6000,-112.752616,57.01173
10000,-112.752616,57.01173
11000,-112.752616,57.01173
12000,-112.752616,57.01173
13000,-112.752616,57.01173
14000,-112.752616,57.01173
1000,-112.77918,57.273575
2000,-112.77918,57.273575
3000,-112.77918,57.273575
5000,-112.77918,57.273575
6000,-112.77918,57.273575
10000,-112.77918,57.273575
14000,-112.77918,57.273575
1000,-110.498201,54.916928
5000,-110.498201,54.916928
7000,-110.498201,54.916928
10000,-110.498201,54.916928
11000,-110.498201,54.916928
12000,-110.498201,54.916928
13000,-110.498201,54.916928
14000,-110.498201,54.916928
1000,-114.191137,55.266843
4000,-114.191137,55.266843
5000,-114.191137,55.266843
7000,-114.191137,55.266843
9000,-114.191137,55.266843
9500,-114.191137,55.266843
10000,-114.191137,55.266843
11000,-114.191137,55.266843
12000,-114.191137,55.266843
13000,-114.191137,55.266843
14000,-114.191137,55.266843
1000,-110.662315,55.528171
5000,-110.662315,55.528171
7000,-110.662315,55.528171
9000,-110.662315,55.528171
9500,-110.662315,55.528171
10000,-110.662315,55.528171
11000,-110.662315,55.528171
12000,-110.662315,55.528171
13000,-110.662315,55.528171
14000,-110.662315,55.528171
5000,-110.511204,55.87721
7000,-110.511204,55.87721
9000,-110.511204,55.87721
9500,-110.511204,55.87721
10000,-110.511204,55.87721
11000,-110.511204,55.87721
12000,-110.511204,55.87721
13000,-110.511204,55.87721
14000,-110.511204,55.87721
2000,-112.77947,56.924498
3000,-112.77947,56.924498
6000,-112.77947,56.924498
10000,-112.77947,56.924498
11000,-112.77947,56.924498
12000,-112.77947,56.924498
13000,-112.77947,56.924498
14000,-112.77947,56.924498
1000,-111.896661,54.916755
1000,-110.371054,55.004218
5000,-110.371054,55.004218
7000,-110.371054,55.004218
9000,-110.371054,55.004218
9500,-110.371054,55.004218
10000,-110.371054,55.004218
11000,-110.371054,55.004218
12000,-110.371054,55.004218
13000,-110.371054,55.004218
14000,-110.371054,55.004218
1000,-110.688196,55.61544
5000,-110.688196,55.61544
7000,-110.688196,55.61544
9000,-110.688196,55.61544
9500,-110.688196,55.61544
10000,-110.688196,55.61544
11000,-110.688196,55.61544
12000,-110.688196,55.61544
13000,-110.688196,55.61544
14000,-110.688196,55.61544
1000,-112.240834,55.702731
5000,-112.240834,55.702731
7000,-112.240834,55.702731
9000,-112.240834,55.702731
9500,-112.240834,55.702731
10000,-112.240834,55.702731
11000,-112.240834,55.702731
12000,-112.240834,55.702731
13000,-112.240834,55.702731
14000,-112.240834,55.702731
1000,-110.998773,55.790064
5000,-110.998773,55.790064
7000,-110.998773,55.790064
9000,-110.998773,55.790064
9500,-110.998773,55.790064
10000,-110.998773,55.790064
11000,-110.998773,55.790064
12000,-110.998773,55.790064
13000,-110.998773,55.790064
14000,-110.998773,55.790064
12000,-112.729945,55.964405
13000,-112.729945,55.964405
1000,-111.007164,56.051729
10000,-113.66962,56.138885
1000,-110.396621,54.829633
5000,-110.396621,54.829633
7000,-110.396621,54.829633
9000,-110.396621,54.829633
9500,-110.396621,54.829633
10000,-110.396621,54.829633
11000,-110.396621,54.829633
12000,-110.396621,54.829633
13000,-110.396621,54.829633
14000,-110.396621,54.829633
1000,-110.396506,54.916935
5000,-110.396506,54.916935
7000,-110.396506,54.916935
9000,-110.396506,54.916935
9500,-110.396506,54.916935
10000,-110.396506,54.916935
11000,-110.396506,54.916935
12000,-110.396506,54.916935
13000,-110.396506,54.916935
14000,-110.396506,54.916935
9000,-114.554315,55.528531
9500,-114.554315,55.528531
1000,-111.816364,56.051697
5000,-111.816364,56.051697
7000,-111.816364,56.051697
9000,-111.816364,56.051697
9500,-111.816364,56.051697
10000,-111.816364,56.051697
11000,-111.816364,56.051697
12000,-111.816364,56.051697
13000,-111.816364,56.051697
14000,-111.816364,56.051697
1000,-110.269422,54.829624
5000,-110.269422,54.829624
7000,-110.269422,54.829624
9000,-110.269422,54.829624
9500,-110.269422,54.829624
10000,-110.269422,54.829624
11000,-110.269422,54.829624
12000,-110.269422,54.829624
13000,-110.269422,54.829624
14000,-110.269422,54.829624
1000,-111.184726,54.829658
5000,-111.184726,54.829658
7000,-111.184726,54.829658
9000,-111.184726,54.829658
9500,-111.184726,54.829658
10000,-111.184726,54.829658
11000,-111.184726,54.829658
12000,-111.184726,54.829658
13000,-111.184726,54.829658
14000,-111.184726,54.829658
1000,-111.489856,55.004181
5000,-111.489856,55.004181
7000,-111.489856,55.004181
9000,-111.489856,55.004181
9500,-111.489856,55.004181
10000,-111.489856,55.004181
11000,-111.489856,55.004181
12000,-111.489856,55.004181
13000,-111.489856,55.004181
14000,-111.489856,55.004181
1000,-111.195707,55.266491
5000,-111.195707,55.266491
7000,-111.195707,55.266491
9000,-111.195707,55.266491
9500,-111.195707,55.266491
11000,-111.195707,55.266491
12000,-111.195707,55.266491
13000,-111.195707,55.266491
14000,-111.195707,55.266491
1000,-112.734078,55.266505
5000,-112.734078,55.266505
7000,-112.734078,55.266505
9000,-112.734078,55.266505
9500,-112.734078,55.266505
10000,-112.734078,55.266505
14000,-112.734078,55.266505
1000,-110.734087,55.353721
5000,-110.734087,55.353721
7000,-110.734087,55.353721
9000,-110.734087,55.353721
9500,-110.734087,55.353721
12000,-110.734087,55.353721
13000,-110.734087,55.353721
14000,-110.734087,55.353721
1000,-113.689968,55.702693
4000,-113.689968,55.702693
5000,-113.689968,55.702693
7000,-113.689968,55.702693
9000,-113.689968,55.702693
9500,-113.689968,55.702693
11000,-113.689968,55.702693
12000,-113.689968,55.702693
13000,-113.689968,55.702693
14000,-113.689968,55.702693
5000,-111.529225,55.877189
7000,-111.529225,55.877189
9000,-111.529225,55.877189
9500,-111.529225,55.877189
10000,-111.529225,55.877189
11000,-111.529225,55.877189
12000,-111.529225,55.877189
13000,-111.529225,55.877189
14000,-111.529225,55.877189
14000,-112.73538,54.829416
1000,-111.836711,55.179211
5000,-111.836711,55.179211
7000,-111.836711,55.179211
9000,-111.836711,55.179211
9500,-111.836711,55.179211
10000,-111.836711,55.179211
11000,-111.836711,55.179211
12000,-111.836711,55.179211
13000,-111.836711,55.179211
14000,-111.836711,55.179211
1000,-111.852675,55.528181
5000,-111.852675,55.528181
7000,-111.852675,55.528181
9000,-111.852675,55.528181
9500,-111.852675,55.528181
10000,-111.852675,55.528181
11000,-111.852675,55.528181
12000,-111.852675,55.528181
13000,-111.852675,55.528181
14000,-111.852675,55.528181
1000,-110.610553,55.615419
5000,-110.610553,55.615419
7000,-110.610553,55.615419
9000,-110.610553,55.615419
9500,-110.610553,55.615419
10000,-110.610553,55.615419
11000,-110.610553,55.615419
12000,-110.610553,55.615419
13000,-110.610553,55.615419
14000,-110.610553,55.615419
1000,-111.06756,55.193667
5000,-111.06756,55.193667
7000,-111.06756,55.193667
9000,-111.06756,55.193667
9500,-111.06756,55.193667
10000,-111.06756,55.193667
11000,-111.06756,55.193667
12000,-111.06756,55.193667
13000,-111.06756,55.193667
14000,-111.06756,55.193667
5000,-110.772255,55.89165
7000,-110.772255,55.89165
9000,-110.772255,55.89165
9500,-110.772255,55.89165
10000,-110.772255,55.89165
11000,-110.772255,55.89165
12000,-110.772255,55.89165
13000,-110.772255,55.89165
14000,-110.772255,55.89165
11000,-112.557585,55.018465
12000,-112.557585,55.018465
13000,-112.557585,55.018465
1000,-111.489835,55.105937
5000,-111.489835,55.105937
7000,-111.489835,55.105937
9000,-111.489835,55.105937
9500,-111.489835,55.105937
10000,-111.489835,55.105937
11000,-111.489835,55.105937
12000,-111.489835,55.105937
13000,-111.489835,55.105937
14000,-111.489835,55.105937
1000,-111.826797,55.804405
5000,-111.826797,55.804405
7000,-111.826797,55.804405
9000,-111.826797,55.804405
9500,-111.826797,55.804405
10000,-111.826797,55.804405
11000,-111.826797,55.804405
12000,-111.826797,55.804405
13000,-111.826797,55.804405
14000,-111.826797,55.804405
1000,-113.251988,55.891571
4000,-113.251988,55.891571
5000,-113.251988,55.891571
7000,-113.251988,55.891571
9000,-113.251988,55.891571
9500,-113.251988,55.891571
10000,-113.251988,55.891571
11000,-113.251988,55.891571
12000,-113.251988,55.891571
13000,-113.251988,55.891571
14000,-113.251988,55.891571
5000,-110.595124,56.328064
7000,-110.595124,56.328064
9000,-110.595124,56.328064
9500,-110.595124,56.328064
10000,-110.595124,56.328064
11000,-110.595124,56.328064
12000,-110.595124,56.328064
13000,-110.595124,56.328064
14000,-110.595124,56.328064
1000,-110.701599,54.844116
5000,-110.701599,54.844116
7000,-110.701599,54.844116
9000,-110.701599,54.844116
9500,-110.701599,54.844116
10000,-110.701599,54.844116
11000,-110.701599,54.844116
12000,-110.701599,54.844116
13000,-110.701599,54.844116
14000,-110.701599,54.844116
1000,-111.616965,54.844075
5000,-111.616965,54.844075
7000,-111.616965,54.844075
9000,-111.616965,54.844075
9500,-111.616965,54.844075
10000,-111.616965,54.844075
11000,-111.616965,54.844075
12000,-111.616965,54.844075
13000,-111.616965,54.844075
14000,-111.616965,54.844075
1000,-110.854144,55.105988
5000,-110.854144,55.105988
7000,-110.854144,55.105988
9000,-110.854144,55.105988
9500,-110.854144,55.105988
10000,-110.854144,55.105988
11000,-110.854144,55.105988
12000,-110.854144,55.105988
13000,-110.854144,55.105988
14000,-110.854144,55.105988
1000,-111.645689,55.804407
5000,-111.645689,55.804407
7000,-111.645689,55.804407
9000,-111.645689,55.804407
9500,-111.645689,55.804407
10000,-111.645689,55.804407
11000,-111.645689,55.804407
12000,-111.645689,55.804407
13000,-111.645689,55.804407
14000,-111.645689,55.804407
1000,-113.198244,55.804365
4000,-113.198244,55.804365
5000,-113.198244,55.804365
7000,-113.198244,55.804365
9000,-113.198244,55.804365
9500,-113.198244,55.804365
10000,-113.198244,55.804365
11000,-113.198244,55.804365
12000,-113.198244,55.804365
13000,-113.198244,55.804365
14000,-113.198244,55.804365
1000,-111.896572,54.843896
1000,-110.67612,55.018671
5000,-110.67612,55.018671
7000,-110.67612,55.018671
9000,-110.67612,55.018671
9500,-110.67612,55.018671
10000,-110.67612,55.018671
11000,-110.67612,55.018671
12000,-110.67612,55.018671
13000,-110.67612,55.018671
14000,-110.67612,55.018671
1000,-112.201633,55.018497
5000,-112.201633,55.018497
7000,-112.201633,55.018497
9000,-112.201633,55.018497
9500,-112.201633,55.018497
10000,-112.201633,55.018497
11000,-112.201633,55.018497
12000,-112.201633,55.018497
13000,-112.201633,55.018497
14000,-112.201633,55.018497
1000,-114.370558,55.19403
4000,-114.370558,55.19403
5000,-114.370558,55.19403
7000,-114.370558,55.19403
9000,-114.370558,55.19403
9500,-114.370558,55.19403
14000,-114.370558,55.19403
1000,-113.144292,55.193637
4000,-113.144292,55.193637
5000,-113.144292,55.193637
7000,-113.144292,55.193637
9000,-113.144292,55.193637
9500,-113.144292,55.193637
10000,-113.144292,55.193637
14000,-113.144292,55.193637
1000,-110.836724,55.280927
5000,-110.836724,55.280927
7000,-110.836724,55.280927
9000,-110.836724,55.280927
9500,-110.836724,55.280927
13000,-110.836724,55.280927
14000,-110.836724,55.280927
1000,-111.30938,55.542637
5000,-111.30938,55.542637
7000,-111.30938,55.542637
9000,-111.30938,55.542637
9500,-111.30938,55.542637
10000,-111.30938,55.542637
11000,-111.30938,55.542637
12000,-111.30938,55.542637
13000,-111.30938,55.542637
14000,-111.30938,55.542637
4000,-113.099023,56.764234
5000,-113.099023,56.764234
6000,-113.099023,56.764234
10000,-113.099023,56.764234
11000,-113.099023,56.764234
1000,-112.234008,56.066128
5000,-112.234008,56.066128
7000,-112.234008,56.066128
9000,-112.234008,56.066128
9500,-112.234008,56.066128
10000,-112.234008,56.066128
11000,-112.234008,56.066128
12000,-112.234008,56.066128
13000,-112.234008,56.066128
14000,-112.234008,56.066128
5000,-110.67416,56.328062
7000,-110.67416,56.328062
9000,-110.67416,56.328062
9500,-110.67416,56.328062
10000,-110.67416,56.328062
11000,-110.67416,56.328062
12000,-110.67416,56.328062
13000,-110.67416,56.328062
14000,-110.67416,56.328062
1000,-113.391456,56.676979
4000,-113.391456,56.676979
14000,-113.391456,56.676979
14000,-112.309458,54.858266
1000,-113.099368,55.295544
5000,-113.099368,55.295544
7000,-113.099368,55.295544
9000,-113.099368,55.295544
9500,-113.099368,55.295544
10000,-113.099368,55.295544
11000,-113.099368,55.295544
12000,-113.099368,55.295544
13000,-113.099368,55.295544
14000,-113.099368,55.295544
5000,-110.798114,55.55726
7000,-110.798114,55.55726
9000,-110.798114,55.55726
9500,-110.798114,55.55726
10000,-110.798114,55.55726
11000,-110.798114,55.55726
12000,-110.798114,55.55726
13000,-110.798114,55.55726
14000,-110.798114,55.55726
2000,-111.602481,56.342704
3000,-111.602481,56.342704
5000,-111.602481,56.342704
7000,-111.602481,56.342704
9000,-111.602481,56.342704
9500,-111.602481,56.342704
10000,-111.602481,56.342704
11000,-111.602481,56.342704
12000,-111.602481,56.342704
13000,-111.602481,56.342704
14000,-111.602481,56.342704
1000,-110.504559,54.85873
5000,-110.504559,54.85873
7000,-110.504559,54.85873
9000,-110.504559,54.85873
9500,-110.504559,54.85873
10000,-110.504559,54.85873
11000,-110.504559,54.85873
12000,-110.504559,54.85873
13000,-110.504559,54.85873
14000,-110.504559,54.85873
1000,-112.201995,55.121033
5000,-112.201995,55.121033
7000,-112.201995,55.121033
9000,-112.201995,55.121033
9500,-112.201995,55.121033
10000,-112.201995,55.121033
11000,-112.201995,55.121033
12000,-112.201995,55.121033
13000,-112.201995,55.121033
14000,-112.201995,55.121033
1000,-110.817413,55.382825
5000,-110.817413,55.382825
7000,-110.817413,55.382825
9000,-110.817413,55.382825
9500,-110.817413,55.382825
13000,-110.817413,55.382825
14000,-110.817413,55.382825
1000,-114.198666,55.470349
4000,-114.198666,55.470349
5000,-114.198666,55.470349
7000,-114.198666,55.470349
9000,-114.198666,55.470349
9500,-114.198666,55.470349
14000,-114.198666,55.470349
1000,-113.152879,55.469966
4000,-113.152879,55.469966
5000,-113.152879,55.469966
7000,-113.152879,55.469966
9000,-113.152879,55.469966
9500,-113.152879,55.469966
10000,-113.152879,55.469966
11000,-113.152879,55.469966
12000,-113.152879,55.469966
13000,-113.152879,55.469966
14000,-113.152879,55.469966
1000,-111.134574,55.644549
5000,-111.134574,55.644549
7000,-111.134574,55.644549
9000,-111.134574,55.644549
9500,-111.134574,55.644549
10000,-111.134574,55.644549
11000,-111.134574,55.644549
12000,-111.134574,55.644549
13000,-111.134574,55.644549
14000,-111.134574,55.644549
1000,-111.902778,54.771211
5000,-111.902778,54.771211
7000,-111.902778,54.771211
9000,-111.902778,54.771211
9500,-111.902778,54.771211
10000,-111.902778,54.771211
11000,-111.902778,54.771211
12000,-111.902778,54.771211
13000,-111.902778,54.771211
1000,-114.376925,55.208663
4000,-114.376925,55.208663
5000,-114.376925,55.208663
7000,-114.376925,55.208663
9000,-114.376925,55.208663
9500,-114.376925,55.208663
14000,-114.376925,55.208663
1000,-114.223093,55.295937
4000,-114.223093,55.295937
5000,-114.223093,55.295937
7000,-114.223093,55.295937
9000,-114.223093,55.295937
9500,-114.223093,55.295937
10000,-114.223093,55.295937
11000,-114.223093,55.295937
12000,-114.223093,55.295937
13000,-114.223093,55.295937
14000,-114.223093,55.295937
1000,-110.539301,55.644519
5000,-110.539301,55.644519
7000,-110.539301,55.644519
9000,-110.539301,55.644519
9500,-110.539301,55.644519
10000,-110.539301,55.644519
11000,-110.539301,55.644519
12000,-110.539301,55.644519
13000,-110.539301,55.644519
14000,-110.539301,55.644519
1000,-111.013691,55.818993
5000,-111.013691,55.818993
7000,-111.013691,55.818993
9000,-111.013691,55.818993
9500,-111.013691,55.818993
10000,-111.013691,55.818993
11000,-111.013691,55.818993
12000,-111.013691,55.818993
13000,-111.013691,55.818993
14000,-111.013691,55.818993
1000,-110.402983,54.771449
5000,-110.402983,54.771449
7000,-110.402983,54.771449
9000,-110.402983,54.771449
9500,-110.402983,54.771449
10000,-110.402983,54.771449
11000,-110.402983,54.771449
12000,-110.402983,54.771449
13000,-110.402983,54.771449
14000,-110.402983,54.771449
1000,-111.945595,55.295581
5000,-111.945595,55.295581
7000,-111.945595,55.295581
9000,-111.945595,55.295581
9500,-111.945595,55.295581
10000,-111.945595,55.295581
11000,-111.945595,55.295581
12000,-111.945595,55.295581
13000,-111.945595,55.295581
14000,-111.945595,55.295581
1000,-112.253274,55.382842
5000,-112.253274,55.382842
7000,-112.253274,55.382842
9000,-112.253274,55.382842
9500,-112.253274,55.382842
10000,-112.253274,55.382842
11000,-112.253274,55.382842
12000,-112.253274,55.382842
13000,-112.253274,55.382842
1000,-110.875753,55.470017
5000,-110.875753,55.470017
7000,-110.875753,55.470017
9000,-110.875753,55.470017
9500,-110.875753,55.470017
11000,-110.875753,55.470017
12000,-110.875753,55.470017
13000,-110.875753,55.470017
14000,-110.875753,55.470017
4000,-113.291679,56.604373
5000,-113.291679,56.604373
6000,-113.291679,56.604373
10000,-113.291679,56.604373
11000,-113.291679,56.604373
12000,-113.291679,56.604373
13000,-113.291679,56.604373
14000,-113.291679,56.604373
2000,-112.839795,56.953583
3000,-112.839795,56.953583
6000,-112.839795,56.953583
10000,-112.839795,56.953583
11000,-112.839795,56.953583
12000,-112.839795,56.953583
13000,-112.839795,56.953583
1000,-111.038407,54.771468
5000,-111.038407,54.771468
7000,-111.038407,54.771468
9000,-111.038407,54.771468
9500,-111.038407,54.771468
10000,-111.038407,54.771468
11000,-111.038407,54.771468
12000,-111.038407,54.771468
13000,-111.038407,54.771468
14000,-111.038407,54.771468
1000,-111.343543,55.033282
5000,-111.343543,55.033282
7000,-111.343543,55.033282
9000,-111.343543,55.033282
9500,-111.343543,55.033282
10000,-111.343543,55.033282
11000,-111.343543,55.033282
12000,-111.343543,55.033282
13000,-111.343543,55.033282
14000,-111.343543,55.033282
1000,-111.509712,55.121044
5000,-111.509712,55.121044
7000,-111.509712,55.121044
9000,-111.509712,55.121044
9500,-111.509712,55.121044
10000,-111.509712,55.121044
11000,-111.509712,55.121044
12000,-111.509712,55.121044
13000,-111.509712,55.121044
14000,-111.509712,55.121044
1000,-110.74043,55.295543
5000,-110.74043,55.295543
7000,-110.74043,55.295543
9000,-110.74043,55.295543
9500,-110.74043,55.295543
13000,-110.74043,55.295543
14000,-110.74043,55.295543
1000,-110.586281,55.382811
5000,-110.586281,55.382811
7000,-110.586281,55.382811
9000,-110.586281,55.382811
9500,-110.586281,55.382811
13000,-110.586281,55.382811
14000,-110.586281,55.382811
1000,-112.284215,55.033105
5000,-112.284215,55.033105
7000,-112.284215,55.033105
9000,-112.284215,55.033105
9500,-112.284215,55.033105
10000,-112.284215,55.033105
11000,-112.284215,55.033105
12000,-112.284215,55.033105
13000,-112.284215,55.033105
14000,-112.284215,55.033105
1000,-110.766117,55.208263
5000,-110.766117,55.208263
7000,-110.766117,55.208263
9000,-110.766117,55.208263
9500,-110.766117,55.208263
11000,-110.766117,55.208263
12000,-110.766117,55.208263
13000,-110.766117,55.208263
14000,-110.766117,55.208263
1000,-111.843041,55.208298
5000,-111.843041,55.208298
7000,-111.843041,55.208298
9000,-111.843041,55.208298
9500,-111.843041,55.208298
10000,-111.843041,55.208298
11000,-111.843041,55.208298
12000,-111.843041,55.208298
13000,-111.843041,55.208298
14000,-111.843041,55.208298
1000,-111.996873,55.382829
5000,-111.996873,55.382829
7000,-111.996873,55.382829
9000,-111.996873,55.382829
9500,-111.996873,55.382829
10000,-111.996873,55.382829
11000,-111.996873,55.382829
12000,-111.996873,55.382829
13000,-111.996873,55.382829
1000,-112.945921,55.557291
5000,-112.945921,55.557291
7000,-112.945921,55.557291
9000,-112.945921,55.557291
9500,-112.945921,55.557291
10000,-112.945921,55.557291
11000,-112.945921,55.557291
12000,-112.945921,55.557291
13000,-112.945921,55.557291
14000,-112.945921,55.557291
1000,-111.082807,55.644536
5000,-111.082807,55.644536
7000,-111.082807,55.644536
9000,-111.082807,55.644536
9500,-111.082807,55.644536
10000,-111.082807,55.644536
11000,-111.082807,55.644536
12000,-111.082807,55.644536
13000,-111.082807,55.644536
14000,-111.082807,55.644536
1000,-111.393391,55.644522
5000,-111.393391,55.644522
7000,-111.393391,55.644522
9000,-111.393391,55.644522
9500,-111.393391,55.644522
10000,-111.393391,55.644522
11000,-111.393391,55.644522
12000,-111.393391,55.644522
13000,-111.393391,55.644522
14000,-111.393391,55.644522
1000,-114.145092,55.04867
4000,-114.145092,55.04867
7000,-114.145092,55.04867
9000,-114.145092,55.04867
9500,-114.145092,55.04867
10000,-114.145092,55.04867
11000,-114.145092,55.04867
12000,-114.145092,55.04867
13000,-114.145092,55.04867
14000,-114.145092,55.04867
1000,-110.461659,55.571688
5000,-110.461659,55.571688
7000,-110.461659,55.571688
