Id	SitID	DPHI	GR	ILD	NPHI	lng	lat	HorID	Pick
313	108122	0.332	88.412	3.78	0.473	-112.272587	55.346568	9500	444.0
314	108122	0.416	89.728	5.422	0.484	-112.272587	55.346568	10000	446.5
315	108122	0.184	65.782	29.196	0.329	-112.272587	55.346568	11000	455.0
316	108122	0.184	65.782	29.196	0.329	-112.272587	55.346568	12000	455.0
317	108122	0.184	65.782	29.196	0.329	-112.272587	55.346568	13000	455.0
318	108122	0.227	43.67	18.848	0.334	-112.272587	55.346568	14000	479.0
319	112350	0.341	44.454	16.512	0.304	-111.999086	55.957245	1000	280.5
320	112350	0.237	86.107	4.617	0.411	-111.999086	55.957245	5000	429.0
321	112350	0.302	81.724	2.241	0.582	-111.999086	55.957245	7000	439.5
322	112350	0.249	99.28	3.229	0.534	-111.999086	55.957245	9000	445.0
323	112350	0.249	99.28	3.229	0.534	-111.999086	55.957245	9500	445.0
324	112350	0.237	115.081	4.478	0.501	-111.999086	55.957245	10000	448.0
325	112350	0.265	80.558	13.029	0.374	-111.999086	55.957245	11000	450.0
326	112350	0.265	80.558	13.029	0.374	-111.999086	55.957245	12000	450.0
327	112350	0.265	80.558	13.029	0.374	-111.999086	55.957245	13000	450.0
328	112350	0.173	87.453	12.173	0.359	-111.999086	55.957245	14000	500.0
329	142715	0.138	64.729	7.509	0.466	-111.231745	55.78284	1000	170.5
330	142715	0.329	101.743	4.42	0.455	-111.231745	55.78284	5000	302.0
331	142715	0.35	92.095	2.571	0.584	-111.231745	55.78284	7000	316.0
332	142715	0.265	100.42	3.782	0.473	-111.231745	55.78284	9000	320.0
333	142715	0.265	100.42	3.782	0.473	-111.231745	55.78284	9500	320.0
334	142715	0.272	93.726	3.999	0.466	-111.231745	55.78284	10000	323.0
335	142715	0.309	76.045	9.754	0.384	-111.231745	55.78284	11000	329.0
336	142715	0.309	76.045	9.754	0.384	-111.231745	55.78284	12000	329.0
337	142715	0.309	76.045	9.754	0.384	-111.231745	55.78284	13000	329.0
338	117821	0.266	80.319	9.828	0.428	-111.876105	56.757057	2000	158.0
339	117821	0.291	75.729	16.444	0.364	-111.876105	56.757057	3000	184.5
340	117821	0.314	76.018	12.759	0.374	-111.876105	56.757057	5000	199.0
341	117821	0.3	57.337	7.85	0.456	-111.876105	56.757057	7000	203.0
342	117821	0.33	69.953	12.118	0.359	-111.876105	56.757057	9000	207.0
343	117821	0.33	69.953	12.118	0.359	-111.876105	56.757057	9500	207.0
344	117821	0.311	61.21	12.414	0.328	-111.876105	56.757057	10000	209.0
345	117821	0.336	35.745	30.593	0.21	-111.876105	56.757057	11000	216.0
346	117821	0.283	39.393	17.84	0.318	-111.876105	56.757057	12000	220.5
347	117821	0.283	39.393	17.84	0.318	-111.876105	56.757057	13000	220.5
348	117821	0.012	19.814	58.081	0.064	-111.876105	56.757057	14000	235.0
349	107548	0.301	78.375	3.631	0.465	-114.473141	55.274053	1000	381.0
350	107548	0.134	67.702	12.001	0.363	-114.473141	55.274053	4000	542.5
351	107548	0.426	71.481	1.856	0.524	-114.473141	55.274053	7000	568.0
352	107548	0.065	76.794	5.902	0.332	-114.473141	55.274053	9000	572.0
353	107548	0.065	76.794	5.902	0.332	-114.473141	55.274053	9500	572.0
