"SitID","HorID","lng","lat","SitID1","SitID2","SitID3","SitID4","SitID5","SitID6","SitID7","SitID8","SitID9","SitID10","SitID11","SitID12","SitID13","SitID14","SitID15","SitID16","SitID17","SitID18","SitID19","SitID20"
141810,7000,-111.102157,54.909749,141802,153285,141809,141805,102626,141799,141807,153284,102615,102620,141732,153286,153283,141811,153340,141803,102619,102610,153287,102614
141810,9000,-111.102157,54.909749,141802,153285,141809,141805,102626,141799,141807,153284,102615,102620,141732,153286,153283,141811,153340,141803,102619,102610,153287,102614
141810,9500,-111.102157,54.909749,141802,153285,141809,141805,102626,141799,141807,153284,102615,102620,141732,153286,153283,141811,153340,141803,102619,102610,153287,102614
141810,10000,-111.102157,54.909749,141802,153285,141809,141805,102626,141799,141807,153284,102615,102620,141732,153286,153283,141811,153340,141803,102619,102610,153287,102614
141810,11000,-111.102157,54.909749,141802,153285,141809,141805,102626,141799,141807,153284,102615,102620,141732,153286,153283,141811,153340,141803,102619,102610,153287,102614
141810,12000,-111.102157,54.909749,141802,153285,141809,141805,102626,141799,141807,153284,102615,102620,141732,153286,153283,141811,153340,141803,102619,102610,153287,102614
141810,13000,-111.102157,54.909749,141802,153285,141809,141805,102626,141799,141807,153284,102615,102620,141732,153286,153283,141811,153340,141803,102619,102610,153287,102614
141810,14000,-111.102157,54.909749,141802,153285,141809,141805,102626,141799,141807,153284,102615,102620,141732,153286,153283,141811,153340,141803,102619,102610,153287,102614
154013,1000,-113.50656,55.869877,154011,112412,143069,112418,111805,111105,154123,113204,111101,143229,111100,112419,113212,112395,113135,111110,113219,112422,111800,112423
154013,4000,-113.50656,55.869877,154011,112412,143069,112418,111805,111105,154123,113204,111101,143229,111100,112419,113212,112395,113135,111110,113219,112422,111800,112423
154013,5000,-113.50656,55.869877,154011,112412,143069,112418,111805,111105,154123,113204,111101,143229,111100,112419,113212,112395,113135,111110,113219,112422,111800,112423
154013,6000,-113.50656,55.869877,112412,143069,111805,154123,113204,143229,112419,113212,112395,113135,113219,112422,112423,113195,112391,113117,143347,113198,111813,113110
154013,9000,-113.50656,55.869877,154011,112412,143069,112418,111805,111105,154123,113204,111101,143229,111100,112419,113212,112395,113135,111110,113219,112422,111800,112423
154013,9500,-113.50656,55.869877,154011,112412,143069,112418,111805,111105,154123,113204,111101,143229,111100,112419,113212,112395,113135,111110,113219,112422,111800,112423
154013,10000,-113.50656,55.869877,154011,112412,143069,112418,111805,111105,154123,113204,111101,143229,111100,112419,113212,112395,113135,111110,113219,112422,111800,112423
154013,11000,-113.50656,55.869877,154011,112412,143069,112418,111805,111105,154123,113204,111101,143229,111100,112419,113212,112395,113135,111110,113219,112422,111800,112423
154013,12000,-113.50656,55.869877,154011,112412,143069,112418,111805,111105,154123,113204,111101,143229,111100,112419,113212,112395,113135,111110,113219,112422,111800,112423
154013,13000,-113.50656,55.869877,154011,112412,143069,112418,111805,111105,154123,113204,111101,143229,111100,112419,113212,112395,113135,111110,113219,112422,111800,112423
154013,14000,-113.50656,55.869877,154011,112412,143069,112418,111805,111105,154123,113204,111101,111100,112419,113135,111110,112422,111800,112423,164300,113195,112399,112391
112358,1000,-112.097043,55.95724,112355,143200,112347,111761,178522,112350,113063,113070,111764,111757,111763,178604,178521,154366,154369,111754,111771,154240,111770,178437
112358,5000,-112.097043,55.95724,143200,112347,111761,178522,112350,111764,111757,111763,178604,178521,154366,154369,111754,111771,154240,111770,178437,111053,142716,143346
112358,7000,-112.097043,55.95724,143200,112347,111761,178522,112350,111764,111757,111763,178604,178521,154366,154369,111754,111771,113064,154240,111770,178437,111053,142716
112358,9000,-112.097043,55.95724,143200,112347,111761,178522,112350,111764,111757,111763,178604,178521,154366,154369,111754,111771,154240,111770,178437,111053,142716,143346
112358,9500,-112.097043,55.95724,143200,112347,111761,178522,112350,111764,111757,111763,178604,178521,154366,154369,111754,111771,154240,111770,178437,111053,142716,143346
112358,10000,-112.097043,55.95724,112356,143200,112347,111761,178522,112350,111764,111757,111763,178604,178521,154366,154369,111754,111771,154240,111770,178437,111053,142716
112358,11000,-112.097043,55.95724,112356,143200,112347,111761,178522,112350,111764,111757,111763,178604,178521,154366,154369,111754,111771,154240,111770,178437,111053,142716
112358,12000,-112.097043,55.95724,143200,112347,111761,178522,112350,111764,111757,111763,178604,178521,154366,154369,111754,111771,154240,111770,178437,111053,142716,143346
112358,13000,-112.097043,55.95724,143200,112347,111761,178522,112350,111764,111757,111763,178604,178521,154366,154369,111754,111771,154240,111770,178437,111053,142716,143346
112358,14000,-112.097043,55.95724,112347,111761,112350,111764,111757,111763,178604,178521,154366,154369,111754,111771,154240,111770,178437,111053,142716,143346,113861,111052
163855,1000,-112.785362,55.288324,153421,178076,108145,106602,107363,106573,106594,108778,106600,106584,107385,106617,108786,108156,105788,106608,105792,108157,105786,105796
