"SitID","HorID","lng","lat"
178521,10000,-112.044856,55.826208
178521,11000,-112.044856,55.826208
178521,12000,-112.044856,55.826208
178521,13000,-112.044856,55.826208
178521,14000,-112.044856,55.826208
178271,1000,-113.580044,55.506278
178271,5000,-113.580044,55.506278
178271,7000,-113.580044,55.506278
178271,9000,-113.580044,55.506278
178271,9500,-113.580044,55.506278
178271,10000,-113.580044,55.506278
178271,11000,-113.580044,55.506278
178271,12000,-113.580044,55.506278
178271,13000,-113.580044,55.506278
114301,5000,-110.167132,56.219164
114301,7000,-110.167132,56.219164
114301,9000,-110.167132,56.219164
114301,9500,-110.167132,56.219164
114301,10000,-110.167132,56.219164
114301,11000,-110.167132,56.219164
114301,12000,-110.167132,56.219164
114301,13000,-110.167132,56.219164
114301,14000,-110.167132,56.219164
141810,1000,-111.102157,54.909749
141810,5000,-111.102157,54.909749
141810,7000,-111.102157,54.909749
141810,9000,-111.102157,54.909749
141810,9500,-111.102157,54.909749
141810,10000,-111.102157,54.909749
141810,11000,-111.102157,54.909749
141810,12000,-111.102157,54.909749
141810,13000,-111.102157,54.909749
141810,14000,-111.102157,54.909749
154013,1000,-113.50656,55.869877
154013,4000,-113.50656,55.869877
154013,5000,-113.50656,55.869877
154013,6000,-113.50656,55.869877
154013,9000,-113.50656,55.869877
154013,9500,-113.50656,55.869877
154013,10000,-113.50656,55.869877
154013,11000,-113.50656,55.869877
154013,12000,-113.50656,55.869877
154013,13000,-113.50656,55.869877
154013,14000,-113.50656,55.869877
112358,1000,-112.097043,55.95724
112358,5000,-112.097043,55.95724
112358,7000,-112.097043,55.95724
112358,9000,-112.097043,55.95724
112358,9500,-112.097043,55.95724
112358,10000,-112.097043,55.95724
112358,11000,-112.097043,55.95724
112358,12000,-112.097043,55.95724
112358,13000,-112.097043,55.95724
112358,14000,-112.097043,55.95724
163855,1000,-112.785362,55.288324
163855,5000,-112.785362,55.288324
163855,7000,-112.785362,55.288324
163855,9000,-112.785362,55.288324
163855,9500,-112.785362,55.288324
163855,10000,-112.785362,55.288324
163855,14000,-112.785362,55.288324
163925,1000,-114.627008,55.376039
163925,4000,-114.627008,55.376039
163925,5000,-114.627008,55.376039
163925,7000,-114.627008,55.376039
163925,9000,-114.627008,55.376039
163925,9500,-114.627008,55.376039
163925,10000,-114.627008,55.376039
163925,11000,-114.627008,55.376039
163925,12000,-114.627008,55.376039
163925,13000,-114.627008,55.376039
163925,14000,-114.627008,55.376039
164610,1000,-111.622307,56.160946
164610,5000,-111.622307,56.160946
164610,7000,-111.622307,56.160946
164610,9000,-111.622307,56.160946
164610,9500,-111.622307,56.160946
164610,10000,-111.622307,56.160946
164610,11000,-111.622307,56.160946
164610,12000,-111.622307,56.160946
164610,13000,-111.622307,56.160946
164610,14000,-111.622307,56.160946
153567,1000,-114.575707,55.375998
153567,4000,-114.575707,55.375998
153567,5000,-114.575707,55.375998
153567,7000,-114.575707,55.375998
153567,9000,-114.575707,55.375998
153567,9500,-114.575707,55.375998
153567,10000,-114.575707,55.375998
153567,14000,-114.575707,55.375998
163923,1000,-114.601357,55.375989
163923,4000,-114.601357,55.375989
163923,5000,-114.601357,55.375989
163923,7000,-114.601357,55.375989
163923,9000,-114.601357,55.375989
163923,9500,-114.601357,55.375989
163923,10000,-114.601357,55.375989
163923,11000,-114.601357,55.375989
163923,12000,-114.601357,55.375989
163923,13000,-114.601357,55.375989
163923,14000,-114.601357,55.375989
109933,1000,-112.007951,55.564488
109933,5000,-112.007951,55.564488
109933,7000,-112.007951,55.564488
109933,9000,-112.007951,55.564488
109933,9500,-112.007951,55.564488
109933,10000,-112.007951,55.564488
109933,11000,-112.007951,55.564488
109933,12000,-112.007951,55.564488
109933,13000,-112.007951,55.564488
109933,14000,-112.007951,55.564488
153893,1000,-114.269858,55.739367
153893,4000,-114.269858,55.739367
153893,5000,-114.269858,55.739367
153893,6000,-114.269858,55.739367
153893,9000,-114.269858,55.739367
153893,9500,-114.269858,55.739367
153893,10000,-114.269858,55.739367
153893,11000,-114.269858,55.739367
153893,12000,-114.269858,55.739367
153893,13000,-114.269858,55.739367
153893,14000,-114.269858,55.739367
142536,1000,-110.507031,55.666418
142536,5000,-110.507031,55.666418
142536,7000,-110.507031,55.666418
142536,9000,-110.507031,55.666418
142536,9500,-110.507031,55.666418
142536,10000,-110.507031,55.666418
142536,11000,-110.507031,55.666418
142536,12000,-110.507031,55.666418
142536,13000,-110.507031,55.666418
142536,14000,-110.507031,55.666418
153741,1000,-112.706535,55.579167
153741,5000,-112.706535,55.579167
153741,7000,-112.706535,55.579167
153741,9000,-112.706535,55.579167
153741,9500,-112.706535,55.579167
153741,10000,-112.706535,55.579167
153741,14000,-112.706535,55.579167
111658,1000,-110.432894,55.840947
111658,5000,-110.432894,55.840947
111658,7000,-110.432894,55.840947
111658,9000,-110.432894,55.840947
111658,9500,-110.432894,55.840947
111658,10000,-110.432894,55.840947
111658,11000,-110.432894,55.840947
111658,12000,-110.432894,55.840947
111658,13000,-110.432894,55.840947
111658,14000,-110.432894,55.840947
170644,1000,-112.007948,55.666426
170644,5000,-112.007948,55.666426
170644,7000,-112.007948,55.666426
170644,9000,-112.007948,55.666426
170644,9500,-112.007948,55.666426
170644,10000,-112.007948,55.666426
170644,11000,-112.007948,55.666426
170644,12000,-112.007948,55.666426
170644,13000,-112.007948,55.666426
170644,14000,-112.007948,55.666426
106649,1000,-113.298073,55.157331
106649,4000,-113.298073,55.157331
106649,5000,-113.298073,55.157331
106649,7000,-113.298073,55.157331
106649,9000,-113.298073,55.157331
106649,9500,-113.298073,55.157331
106649,10000,-113.298073,55.157331
106649,11000,-113.298073,55.157331
106649,12000,-113.298073,55.157331
106649,13000,-113.298073,55.157331
106649,14000,-113.298073,55.157331
142555,1000,-111.412876,55.695513
142555,5000,-111.412876,55.695513
142555,7000,-111.412876,55.695513
142555,9000,-111.412876,55.695513
142555,9500,-111.412876,55.695513
142555,10000,-111.412876,55.695513
142555,11000,-111.412876,55.695513
142555,12000,-111.412876,55.695513
142555,13000,-111.412876,55.695513
142555,14000,-111.412876,55.695513
107285,1000,-111.887987,55.259304
107285,5000,-111.887987,55.259304
107285,7000,-111.887987,55.259304
107285,9000,-111.887987,55.259304
107285,9500,-111.887987,55.259304
107285,10000,-111.887987,55.259304
107285,11000,-111.887987,55.259304
107285,12000,-111.887987,55.259304
107285,13000,-111.887987,55.259304
107285,14000,-111.887987,55.259304
108294,1000,-114.652626,55.346877
108294,4000,-114.652626,55.346877
108294,5000,-114.652626,55.346877
108294,7000,-114.652626,55.346877
108294,11000,-114.652626,55.346877
108294,12000,-114.652626,55.346877
108294,13000,-114.652626,55.346877
108294,14000,-114.652626,55.346877
142461,1000,-110.507031,55.608242
142461,5000,-110.507031,55.608242
142461,7000,-110.507031,55.608242
142461,9000,-110.507031,55.608242
142461,9500,-110.507031,55.608242
142461,10000,-110.507031,55.608242
142461,11000,-110.507031,55.608242
142461,12000,-110.507031,55.608242
142461,13000,-110.507031,55.608242
142461,14000,-110.507031,55.608242
109946,1000,-112.08558,55.608269
109946,5000,-112.08558,55.608269
109946,7000,-112.08558,55.608269
109946,9000,-112.08558,55.608269
109946,9500,-112.08558,55.608269
109946,10000,-112.08558,55.608269
109946,11000,-112.08558,55.608269
109946,12000,-112.08558,55.608269
109946,13000,-112.08558,55.608269
102609,1000,-110.879581,54.822471
102609,5000,-110.879581,54.822471
102609,7000,-110.879581,54.822471
102609,9000,-110.879581,54.822471
102609,9500,-110.879581,54.822471
102609,10000,-110.879581,54.822471
102609,11000,-110.879581,54.822471
102609,12000,-110.879581,54.822471
102609,13000,-110.879581,54.822471
102609,14000,-110.879581,54.822471
108122,1000,-112.272587,55.346568
108122,5000,-112.272587,55.346568
108122,7000,-112.272587,55.346568
108122,9000,-112.272587,55.346568
108122,9500,-112.272587,55.346568
108122,10000,-112.272587,55.346568
108122,11000,-112.272587,55.346568
108122,12000,-112.272587,55.346568
108122,13000,-112.272587,55.346568
108122,14000,-112.272587,55.346568
112350,1000,-111.999086,55.957245
112350,5000,-111.999086,55.957245
112350,7000,-111.999086,55.957245
112350,9000,-111.999086,55.957245
112350,9500,-111.999086,55.957245
112350,10000,-111.999086,55.957245
112350,11000,-111.999086,55.957245
112350,12000,-111.999086,55.957245
112350,13000,-111.999086,55.957245
112350,14000,-111.999086,55.957245
142715,1000,-111.231745,55.78284
142715,5000,-111.231745,55.78284
142715,7000,-111.231745,55.78284
142715,9000,-111.231745,55.78284
142715,9500,-111.231745,55.78284
142715,10000,-111.231745,55.78284
142715,11000,-111.231745,55.78284
142715,12000,-111.231745,55.78284
142715,13000,-111.231745,55.78284
117821,2000,-111.876105,56.757057
117821,3000,-111.876105,56.757057
117821,5000,-111.876105,56.757057
117821,7000,-111.876105,56.757057
117821,9000,-111.876105,56.757057
117821,9500,-111.876105,56.757057
117821,10000,-111.876105,56.757057
117821,11000,-111.876105,56.757057
117821,12000,-111.876105,56.757057
117821,13000,-111.876105,56.757057
117821,14000,-111.876105,56.757057
107548,1000,-114.473141,55.274053
107548,4000,-114.473141,55.274053
107548,7000,-114.473141,55.274053
107548,9000,-114.473141,55.274053
107548,9500,-114.473141,55.274053
107548,14000,-114.473141,55.274053
142543,1000,-110.642824,55.637328
142543,5000,-110.642824,55.637328
142543,7000,-110.642824,55.637328
142543,9000,-110.642824,55.637328
142543,9500,-110.642824,55.637328
142543,10000,-110.642824,55.637328
142543,11000,-110.642824,55.637328
142543,12000,-110.642824,55.637328
142543,13000,-110.642824,55.637328
142543,14000,-110.642824,55.637328
164144,1000,-112.0661,55.637306
164144,5000,-112.0661,55.637306
164144,7000,-112.0661,55.637306
164144,9000,-112.0661,55.637306
164144,9500,-112.0661,55.637306
164144,10000,-112.0661,55.637306
164144,11000,-112.0661,55.637306
164144,12000,-112.0661,55.637306
164144,13000,-112.0661,55.637306
113051,1000,-111.483457,55.98631
113051,5000,-111.483457,55.98631
113051,7000,-111.483457,55.98631
113051,9000,-111.483457,55.98631
113051,9500,-111.483457,55.98631
113051,10000,-111.483457,55.98631
113051,11000,-111.483457,55.98631
113051,12000,-111.483457,55.98631
113051,13000,-111.483457,55.98631
113051,14000,-111.483457,55.98631
107236,1000,-111.330216,55.201142
107236,5000,-111.330216,55.201142
107236,7000,-111.330216,55.201142
107236,9000,-111.330216,55.201142
107236,9500,-111.330216,55.201142
107236,10000,-111.330216,55.201142
107236,11000,-111.330216,55.201142
107236,12000,-111.330216,55.201142
107236,13000,-111.330216,55.201142
107236,14000,-111.330216,55.201142
163993,1000,-114.276233,55.463197
163993,5000,-114.276233,55.463197
163993,7000,-114.276233,55.463197
163993,9000,-114.276233,55.463197
163993,9500,-114.276233,55.463197
163993,10000,-114.276233,55.463197
163993,11000,-114.276233,55.463197
163993,12000,-114.276233,55.463197
163993,13000,-114.276233,55.463197
163993,14000,-114.276233,55.463197
102630,1000,-111.674106,54.764109
102630,5000,-111.674106,54.764109
102630,7000,-111.674106,54.764109
102630,9000,-111.674106,54.764109
102630,9500,-111.674106,54.764109
102630,10000,-111.674106,54.764109
102630,11000,-111.674106,54.764109
102630,12000,-111.674106,54.764109
102630,13000,-111.674106,54.764109
102630,14000,-111.674106,54.764109
105821,4000,-113.351835,55.025827
105821,5000,-113.351835,55.025827
105821,7000,-113.351835,55.025827
105821,9000,-113.351835,55.025827
105821,9500,-113.351835,55.025827
105821,10000,-113.351835,55.025827
105821,14000,-113.351835,55.025827
106547,5000,-112.304562,55.128244
106547,7000,-112.304562,55.128244
106547,9000,-112.304562,55.128244
106547,9500,-112.304562,55.128244
106547,10000,-112.304562,55.128244
106547,11000,-112.304562,55.128244
106547,12000,-112.304562,55.128244
106547,13000,-112.304562,55.128244
153655,1000,-113.51518,55.477211
153655,4000,-113.51518,55.477211
153655,5000,-113.51518,55.477211
153655,7000,-113.51518,55.477211
153655,9000,-113.51518,55.477211
153655,9500,-113.51518,55.477211
153655,10000,-113.51518,55.477211
153655,11000,-113.51518,55.477211
153655,12000,-113.51518,55.477211
153655,13000,-113.51518,55.477211
153655,14000,-113.51518,55.477211
178589,1000,-111.144131,55.913513
178589,5000,-111.144131,55.913513
178589,7000,-111.144131,55.913513
178589,10000,-111.144131,55.913513
178589,11000,-111.144131,55.913513
178589,12000,-111.144131,55.913513
178589,13000,-111.144131,55.913513
178589,14000,-111.144131,55.913513
110369,1000,-111.108676,55.65177
110369,5000,-111.108676,55.65177
110369,7000,-111.108676,55.65177
110369,9000,-111.108676,55.65177
110369,9500,-111.108676,55.65177
110369,10000,-111.108676,55.65177
110369,11000,-111.108676,55.65177
110369,12000,-111.108676,55.65177
110369,13000,-111.108676,55.65177
110369,14000,-111.108676,55.65177
179350,2000,-112.46087,57.222645
179350,3000,-112.46087,57.222645
179350,5000,-112.46087,57.222645
179350,6000,-112.46087,57.222645
179350,10000,-112.46087,57.222645
179350,11000,-112.46087,57.222645
179350,12000,-112.46087,57.222645
179350,13000,-112.46087,57.222645
179350,14000,-112.46087,57.222645
109314,1000,-112.376594,55.491959
109314,5000,-112.376594,55.491959
109314,7000,-112.376594,55.491959
109314,9000,-112.376594,55.491959
109314,9500,-112.376594,55.491959
109314,10000,-112.376594,55.491959
109314,11000,-112.376594,55.491959
109314,12000,-112.376594,55.491959
109314,13000,-112.376594,55.491959
109314,14000,-112.376594,55.491959
122555,2000,-111.025622,57.237367
122555,3000,-111.025622,57.237367
122555,5000,-111.025622,57.237367
122555,7000,-111.025622,57.237367
122555,9000,-111.025622,57.237367
122555,9500,-111.025622,57.237367
122555,10000,-111.025622,57.237367
122555,11000,-111.025622,57.237367
122555,12000,-111.025622,57.237367
122555,13000,-111.025622,57.237367
122555,14000,-111.025622,57.237367
103775,1000,-111.826646,54.880391
103775,5000,-111.826646,54.880391
103775,7000,-111.826646,54.880391
103775,9000,-111.826646,54.880391
103775,9500,-111.826646,54.880391
103775,10000,-111.826646,54.880391
103775,11000,-111.826646,54.880391
103775,12000,-111.826646,54.880391
103775,13000,-111.826646,54.880391
103775,14000,-111.826646,54.880391
107193,1000,-110.919978,55.230192
107193,5000,-110.919978,55.230192
107193,7000,-110.919978,55.230192
107193,9000,-110.919978,55.230192
107193,9500,-110.919978,55.230192
107193,11000,-110.919978,55.230192
107193,12000,-110.919978,55.230192
107193,13000,-110.919978,55.230192
107193,14000,-110.919978,55.230192
154362,1000,-111.875012,56.102667
154362,5000,-111.875012,56.102667
154362,7000,-111.875012,56.102667
154362,9000,-111.875012,56.102667
154362,9500,-111.875012,56.102667
154362,10000,-111.875012,56.102667
154362,11000,-111.875012,56.102667
154362,12000,-111.875012,56.102667
154362,13000,-111.875012,56.102667
154362,14000,-111.875012,56.102667
117844,2000,-113.025834,56.713504
117844,3000,-113.025834,56.713504
117844,4000,-113.025834,56.713504
117844,5000,-113.025834,56.713504
117844,6000,-113.025834,56.713504
117844,10000,-113.025834,56.713504
117844,11000,-113.025834,56.713504
117844,12000,-113.025834,56.713504
117844,13000,-113.025834,56.713504
117844,14000,-113.025834,56.713504
103748,1000,-111.368963,54.895029
103748,5000,-111.368963,54.895029
103748,7000,-111.368963,54.895029
103748,9000,-111.368963,54.895029
103748,9500,-111.368963,54.895029
103748,10000,-111.368963,54.895029
103748,11000,-111.368963,54.895029
103748,12000,-111.368963,54.895029
103748,13000,-111.368963,54.895029
103748,14000,-111.368963,54.895029
113258,10000,-114.773658,56.030777
102719,1000,-112.411225,54.807482
102719,5000,-112.411225,54.807482
102719,7000,-112.411225,54.807482
102719,9000,-112.411225,54.807482
102719,9500,-112.411225,54.807482
102719,10000,-112.411225,54.807482
102719,14000,-112.411225,54.807482
105751,1000,-112.258853,55.069453
105751,5000,-112.258853,55.069453
105751,7000,-112.258853,55.069453
105751,9000,-112.258853,55.069453
105751,9500,-112.258853,55.069453
105751,10000,-112.258853,55.069453
105751,11000,-112.258853,55.069453
105751,12000,-112.258853,55.069453
105751,13000,-112.258853,55.069453
105751,14000,-112.258853,55.069453
105922,1000,-114.221262,55.070554
105922,4000,-114.221262,55.070554
105922,5000,-114.221262,55.070554
105922,7000,-114.221262,55.070554
105922,9000,-114.221262,55.070554
105922,9500,-114.221262,55.070554
105922,10000,-114.221262,55.070554
105922,11000,-114.221262,55.070554
105922,12000,-114.221262,55.070554
105922,13000,-114.221262,55.070554
105922,14000,-114.221262,55.070554
102614,1000,-110.936727,54.82246
102614,5000,-110.936727,54.82246
102614,7000,-110.936727,54.82246
102614,9000,-110.936727,54.82246
102614,9500,-110.936727,54.82246
102614,10000,-110.936727,54.82246
102614,11000,-110.936727,54.82246
102614,12000,-110.936727,54.82246
102614,13000,-110.936727,54.82246
102614,14000,-110.936727,54.82246
114503,1000,-114.176404,56.219346
114503,4000,-114.176404,56.219346
114503,5000,-114.176404,56.219346
114503,6000,-114.176404,56.219346
114503,10000,-114.176404,56.219346
114503,11000,-114.176404,56.219346
114503,12000,-114.176404,56.219346
114503,13000,-114.176404,56.219346
114503,14000,-114.176404,56.219346
110326,9000,-110.254638,55.695515
110326,9500,-110.254638,55.695515
123620,1000,-112.867126,57.266411
123620,2000,-112.867126,57.266411
123620,3000,-112.867126,57.266411
123620,5000,-112.867126,57.266411
123620,6000,-112.867126,57.266411
123620,14000,-112.867126,57.266411
163986,1000,-110.461659,55.535373
163986,5000,-110.461659,55.535373
163986,7000,-110.461659,55.535373
163986,9000,-110.461659,55.535373
163986,9500,-110.461659,55.535373
163986,10000,-110.461659,55.535373
163986,11000,-110.461659,55.535373
163986,12000,-110.461659,55.535373
163986,13000,-110.461659,55.535373
163986,14000,-110.461659,55.535373
122314,1000,-112.732386,57.193451
122314,2000,-112.732386,57.193451
122314,3000,-112.732386,57.193451
122314,5000,-112.732386,57.193451
122314,6000,-112.732386,57.193451
122314,10000,-112.732386,57.193451
122314,11000,-112.732386,57.193451
122314,12000,-112.732386,57.193451
122314,13000,-112.732386,57.193451
122314,14000,-112.732386,57.193451
112319,1000,-111.065822,55.971678
112319,5000,-111.065822,55.971678
112319,7000,-111.065822,55.971678
112319,9000,-111.065822,55.971678
112319,9500,-111.065822,55.971678
112319,10000,-111.065822,55.971678
112319,11000,-111.065822,55.971678
112319,14000,-111.065822,55.971678
102743,1000,-112.360351,54.836517
102743,5000,-112.360351,54.836517
102743,7000,-112.360351,54.836517
102743,9000,-112.360351,54.836517
102743,9500,-112.360351,54.836517
102743,10000,-112.360351,54.836517
102743,14000,-112.360351,54.836517
110989,1000,-110.694582,55.797192
110989,5000,-110.694582,55.797192
110989,7000,-110.694582,55.797192
110989,9000,-110.694582,55.797192
110989,9500,-110.694582,55.797192
110989,10000,-110.694582,55.797192
110989,11000,-110.694582,55.797192
110989,12000,-110.694582,55.797192
110989,13000,-110.694582,55.797192
110989,14000,-110.694582,55.797192
112391,1000,-113.317003,55.899005
112391,4000,-113.317003,55.899005
112391,5000,-113.317003,55.899005
112391,6000,-113.317003,55.899005
112391,9000,-113.317003,55.899005
112391,9500,-113.317003,55.899005
112391,10000,-113.317003,55.899005
112391,11000,-113.317003,55.899005
112391,12000,-113.317003,55.899005
112391,13000,-113.317003,55.899005
112391,14000,-113.317003,55.899005
114844,1000,-112.267267,56.248262
114844,5000,-112.267267,56.248262
114844,6000,-112.267267,56.248262
114844,9000,-112.267267,56.248262
114844,9500,-112.267267,56.248262
114844,10000,-112.267267,56.248262
114844,11000,-112.267267,56.248262
114844,12000,-112.267267,56.248262
114844,13000,-112.267267,56.248262
114844,14000,-112.267267,56.248262
105929,1000,-114.379929,55.02706
105929,4000,-114.379929,55.02706
105929,7000,-114.379929,55.02706
105929,9000,-114.379929,55.02706
105929,9500,-114.379929,55.02706
105929,10000,-114.379929,55.02706
105929,11000,-114.379929,55.02706
105929,12000,-114.379929,55.02706
105929,13000,-114.379929,55.02706
105929,14000,-114.379929,55.02706
178196,1000,-114.280686,55.375952
178196,4000,-114.280686,55.375952
178196,5000,-114.280686,55.375952
178196,7000,-114.280686,55.375952
178196,9000,-114.280686,55.375952
178196,9500,-114.280686,55.375952
178196,10000,-114.280686,55.375952
178196,11000,-114.280686,55.375952
178196,12000,-114.280686,55.375952
178196,13000,-114.280686,55.375952
178196,14000,-114.280686,55.375952
123603,2000,-112.738302,57.208192
123603,3000,-112.738302,57.208192
123603,5000,-112.738302,57.208192
123603,6000,-112.738302,57.208192
123603,10000,-112.738302,57.208192
123603,11000,-112.738302,57.208192
123603,12000,-112.738302,57.208192
123603,13000,-112.738302,57.208192
123603,14000,-112.738302,57.208192
105683,1000,-111.426106,55.040517
105683,5000,-111.426106,55.040517
105683,7000,-111.426106,55.040517
105683,9000,-111.426106,55.040517
105683,9500,-111.426106,55.040517
105683,10000,-111.426106,55.040517
105683,11000,-111.426106,55.040517
105683,12000,-111.426106,55.040517
105683,13000,-111.426106,55.040517
105683,14000,-111.426106,55.040517
105893,1000,-113.713806,55.040308
105893,4000,-113.713806,55.040308
105893,5000,-113.713806,55.040308
105893,7000,-113.713806,55.040308
105893,9000,-113.713806,55.040308
105893,9500,-113.713806,55.040308
105893,10000,-113.713806,55.040308
105893,14000,-113.713806,55.040308
143229,1000,-113.473623,56.000676
143229,4000,-113.473623,56.000676
143229,5000,-113.473623,56.000676
143229,6000,-113.473623,56.000676
143229,9000,-113.473623,56.000676
143229,9500,-113.473623,56.000676
143229,10000,-113.473623,56.000676
143229,11000,-113.473623,56.000676
143229,12000,-113.473623,56.000676
143229,13000,-113.473623,56.000676
142544,1000,-110.649135,55.66642
142544,5000,-110.649135,55.66642
142544,7000,-110.649135,55.66642
142544,9000,-110.649135,55.66642
142544,9500,-110.649135,55.66642
142544,10000,-110.649135,55.66642
142544,11000,-110.649135,55.66642
142544,12000,-110.649135,55.66642
142544,13000,-110.649135,55.66642
142544,14000,-110.649135,55.66642
107272,1000,-111.644175,55.244631
107272,5000,-111.644175,55.244631
107272,7000,-111.644175,55.244631
107272,9000,-111.644175,55.244631
107272,9500,-111.644175,55.244631
107272,10000,-111.644175,55.244631
107272,11000,-111.644175,55.244631
107272,12000,-111.644175,55.244631
107272,13000,-111.644175,55.244631
107272,14000,-111.644175,55.244631
108911,1000,-114.716518,55.419599
108911,4000,-114.716518,55.419599
108911,5000,-114.716518,55.419599
108911,7000,-114.716518,55.419599
108911,9000,-114.716518,55.419599
108911,9500,-114.716518,55.419599
108911,14000,-114.716518,55.419599
154011,1000,-113.499793,55.855242
154011,4000,-113.499793,55.855242
154011,5000,-113.499793,55.855242
154011,7000,-113.499793,55.855242
154011,9000,-113.499793,55.855242
154011,9500,-113.499793,55.855242
154011,10000,-113.499793,55.855242
154011,11000,-113.499793,55.855242
154011,12000,-113.499793,55.855242
154011,13000,-113.499793,55.855242
154011,14000,-113.499793,55.855242
144841,1000,-113.275787,57.164357
144841,2000,-113.275787,57.164357
144841,14000,-113.275787,57.164357
108236,1000,-114.485772,55.332235
108236,4000,-114.485772,55.332235
108236,5000,-114.485772,55.332235
108236,7000,-114.485772,55.332235
108236,14000,-114.485772,55.332235
144565,2000,-113.087897,56.98986
144565,3000,-113.087897,56.98986
144565,6000,-113.087897,56.98986
144565,10000,-113.087897,56.98986
144565,14000,-113.087897,56.98986
142210,1000,-113.721031,55.346426
142210,4000,-113.721031,55.346426
142210,5000,-113.721031,55.346426
142210,7000,-113.721031,55.346426
142210,9000,-113.721031,55.346426
142210,9500,-113.721031,55.346426
142210,10000,-113.721031,55.346426
142210,11000,-113.721031,55.346426
142210,12000,-113.721031,55.346426
142210,13000,-113.721031,55.346426
142210,14000,-113.721031,55.346426
110419,1000,-112.227657,55.695546
110419,5000,-112.227657,55.695546
110419,7000,-112.227657,55.695546
110419,9000,-112.227657,55.695546
110419,9500,-112.227657,55.695546
110419,10000,-112.227657,55.695546
110419,11000,-112.227657,55.695546
110419,12000,-112.227657,55.695546
110419,13000,-112.227657,55.695546
110419,14000,-112.227657,55.695546
114849,5000,-112.267267,56.30643
114849,6000,-112.267267,56.30643
114849,9000,-112.267267,56.30643
114849,9500,-112.267267,56.30643
114849,10000,-112.267267,56.30643
110003,1000,-113.547371,55.608236
110003,4000,-113.547371,55.608236
110003,5000,-113.547371,55.608236
110003,7000,-113.547371,55.608236
110003,9000,-113.547371,55.608236
110003,9500,-113.547371,55.608236
110003,10000,-113.547371,55.608236
110003,11000,-113.547371,55.608236
110003,12000,-113.547371,55.608236
110003,13000,-113.547371,55.608236
110003,14000,-113.547371,55.608236
142716,1000,-112.020649,55.782765
142716,5000,-112.020649,55.782765
142716,7000,-112.020649,55.782765
142716,9000,-112.020649,55.782765
142716,9500,-112.020649,55.782765
142716,10000,-112.020649,55.782765
142716,11000,-112.020649,55.782765
142716,12000,-112.020649,55.782765
142716,13000,-112.020649,55.782765
142716,14000,-112.020649,55.782765
111105,1000,-113.573257,55.782743
111105,4000,-113.573257,55.782743
111105,5000,-113.573257,55.782743
111105,7000,-113.573257,55.782743
111105,9000,-113.573257,55.782743
111105,9500,-113.573257,55.782743
