SitID,lng,lat
107250,-111.355856,55.280951
107252,-111.407139,55.211922
107260,-111.407138,55.24824
107262,-111.484068,55.262888
107267,-111.560998,55.204689
107270,-111.689209,55.219138
107272,-111.644175,55.244631
107276,-111.631591,55.262882
107277,-111.702188,55.204679
107279,-111.843041,55.208298
107280,-111.702188,55.237384
107281,-111.811072,55.262877
107282,-111.939264,55.219154
107284,-111.964903,55.237398
107285,-111.887987,55.259304
107286,-111.964903,55.280942
107289,-112.125072,55.222758
107291,-112.11874,55.241009
107292,-112.11874,55.25185
107298,-112.14438,55.266475
107304,-112.221305,55.208307
107309,-112.221305,55.233783
107315,-112.176352,55.251839
107333,-112.381473,55.23739
107341,-112.381476,55.248231
107345,-112.458408,55.277305
107353,-112.50338,55.251846
107358,-112.484044,55.277307
107368,-112.689132,55.277344
107370,-112.919942,55.208253
107372,-112.785329,55.222753
107374,-112.79169,55.280921
107375,-112.971192,55.204671
107377,-112.990459,55.219131
107378,-112.94555,55.222729
107385,-112.971153,55.280918
107393,-113.400688,55.208231
107396,-113.407036,55.219065
107399,-113.496955,55.255392
107406,-113.477655,55.280878
107407,-113.554585,55.208212
107408,-113.657121,55.219079
107416,-113.682782,55.262787
107417,-113.682764,55.280846
107419,-113.836597,55.204601
107421,-113.766079,55.219086
107423,-113.785322,55.280855
107424,-113.939165,55.233983
107425,-113.939147,55.281128
107427,-114.069335,55.208682
107430,-114.120617,55.223151
107436,-114.056632,55.281312
107438,-114.197467,55.205046
107441,-114.216781,55.237758
107443,-114.191137,55.266843
107468,-114.325635,55.281279
107475,-114.537,55.201512
107554,-114.678263,55.208697
107558,-114.639577,55.215906
107921,-110.547879,55.291938
107925,-110.605642,55.324622
107927,-110.61199,55.364551
107931,-110.74043,55.295543
107942,-110.625,55.353705
107945,-110.734087,55.353721
107948,-110.657028,55.364558
107960,-110.836724,55.291948
107966,-110.919977,55.306396
107972,-110.791774,55.321017
107980,-110.843055,55.339107
107984,-110.894336,55.36819
107991,-110.990572,55.295582
107997,-110.996903,55.306424
108007,-111.022555,55.339126
108016,-111.035547,55.353758
108037,-111.170082,55.295582
108041,-111.118834,55.310023
108047,-111.093209,55.339102
108055,-111.150785,55.364597
108060,-111.246962,55.29558
108063,-111.343177,55.306446
108069,-111.278938,55.339167
108071,-111.35582,55.364645
108074,-111.529028,55.295573
108075,-111.426447,55.324672
108078,-111.497049,55.353766
108079,-111.497048,55.36822
108081,-111.689209,55.306408
108084,-111.560998,55.357364
108086,-111.657235,55.368212
108087,-111.554667,55.368202
108089,-111.759795,55.306425
108090,-111.734157,55.306419
108091,-111.843041,55.368197
108093,-111.945595,55.295581
108098,-111.926207,55.342739
108099,-111.996872,55.35374
108101,-111.862349,55.364583
108104,-112.150711,55.291947
108109,-112.09943,55.306419
108113,-112.118738,55.335504
108114,-112.04815,55.364592
108115,-112.17002,55.29556
108119,-112.17002,55.321036
108122,-112.272587,55.346568
108124,-112.201991,55.368203
108127,-112.458413,55.339101
108128,-112.400797,55.335505
108129,-112.400797,55.364593
108130,-112.323871,55.36819
108134,-112.503356,55.31002
108139,-112.484051,55.335488
108140,-112.484051,55.350123
108143,-112.734099,55.295564
108145,-112.727783,55.324647
108147,-112.682799,55.339102
108150,-112.868626,55.339091
108151,-112.836621,55.335483
108153,-112.919911,55.36814
108156,-113.016096,55.295557
108157,-113.048065,55.310005
108159,-113.022427,55.335486
108162,-113.016096,55.364576
108164,-113.169978,55.313625
108172,-113.195612,55.364565
108173,-113.253213,55.321002
108174,-113.323828,55.324614
108176,-113.43904,55.291899
108178,-113.458387,55.324604
108180,-113.503329,55.350062
108181,-113.612214,55.324601
108182,-113.682796,55.324569
108183,-113.631543,55.350074
108184,-113.676495,55.353664
108186,-113.75337,55.309937
108187,-113.702097,55.31354
108191,-113.881563,55.321037
108193,-113.894229,55.368239
108194,-114.114231,55.295938
108195,-114.056601,55.32864
108196,-114.223093,55.295937
108199,-114.197461,55.325018
108200,-114.268022,55.33586
108201,-114.242383,55.335875
108206,-114.31932,55.310369
108207,-114.376912,55.328642
108225,-114.575711,55.325013
108229,-114.575714,55.339463
108280,-114.742564,55.339474
108294,-114.652626,55.346877
108306,-114.723423,55.357765
108617,-110.124216,55.393588
108618,-110.124213,55.440925
108619,-110.35509,55.437389
108620,-110.586281,55.382811
108622,-110.579933,55.397267
108626,-110.60564,55.422732
108628,-110.566839,55.422745
108636,-110.714742,55.393653
108646,-110.759772,55.422727
108652,-110.657026,55.437369
108657,-110.817413,55.382825
108663,-110.836723,55.411917
108667,-110.919975,55.455422
108671,-111.016223,55.397302
108674,-110.939286,55.440995
108676,-111.09321,55.38283
108685,-111.150785,55.397299
108687,-111.150785,55.40832
108689,-111.227649,55.411976
108693,-111.355833,55.397361
108694,-111.272604,55.397366
108697,-111.272601,55.412001
108700,-111.298241,55.437485
108703,-111.515965,55.397302
108704,-111.535357,55.433833
108705,-111.445775,55.45546
108706,-111.663568,55.393684
108707,-111.618533,55.397305
108708,-111.695465,55.451844
108709,-111.631594,55.451866
108712,-111.817404,55.37923
108714,-111.843043,55.415533
108715,-111.766129,55.426391
108717,-111.7598,55.451865
108718,-111.996873,55.382829
108720,-111.964905,55.41193
108721,-111.964906,55.42277
108724,-111.945599,55.451862
108725,-112.016181,55.382827
108726,-112.125066,55.39368
108727,-112.048149,55.422767
108728,-112.048148,55.441015
108735,-112.253274,55.382842
108736,-112.298228,55.382829
108738,-112.304558,55.397279
108744,-112.176342,55.455437
108756,-112.381481,55.451858
108763,-112.554639,55.411927
108768,-112.509687,55.422762
108771,-112.484048,55.437388
108774,-112.689173,55.379219
108775,-112.734174,55.451826
108776,-112.817364,55.382819
108778,-112.919914,55.37916
108781,-112.919939,55.451778
108798,-113.201939,55.397266
108800,-113.176292,55.411909
108802,-113.118666,55.451832
108805,-113.349481,55.400863
108809,-113.253228,55.451812
108813,-113.509684,55.426318
108816,-113.484052,55.44096
108819,-113.484052,55.455395
108821,-113.413361,55.451793
108822,-113.637909,55.382768
108829,-113.682875,55.411841
108830,-113.625243,55.429926
108840,-113.631576,55.451787
108842,-113.817376,55.382744
108843,-113.766111,55.393597
108846,-113.714847,55.422676
108858,-113.862303,55.397213
108861,-113.945447,55.452036
108865,-114.03727,55.39405
108866,-114.139877,55.423129
108868,-114.062947,55.441393
108870,-114.062947,55.455821
108872,-114.319285,55.379565
109200,-110.707687,55.473616
109201,-110.746351,55.484449
109204,-110.649135,55.480829
109207,-110.662315,55.528171
109209,-110.875753,55.470017
109214,-110.869362,55.480858
109218,-110.869362,55.499106
109222,-110.798113,55.539013
109224,-111.024654,55.470021
109228,-110.947008,55.495475
109230,-110.979281,55.509944
109232,-110.998772,55.542649
109235,-111.212265,55.484456
109237,-111.140892,55.499117
109239,-111.205858,55.528194
109240,-111.128187,55.539039
109241,-111.341614,55.466396
109243,-111.322107,55.48445
109244,-111.399842,55.51348
109246,-111.30938,55.542637
109247,-111.471001,55.466421
109248,-111.619816,55.480853
109250,-111.652078,55.513554
109253,-111.729699,55.495477
109255,-111.859065,55.499091
109259,-111.729698,55.524564
109260,-111.852675,55.528181
109262,-112.007955,55.473615
109263,-111.878555,55.480841
109265,-111.878554,55.509928
109267,-112.014342,55.524559
109268,-112.085573,55.466426
109269,-112.06609,55.484466
109274,-112.169593,55.524559
109278,-112.098276,55.542644
109288,-112.273097,55.513577
109292,-112.189081,55.52818
109297,-112.318461,55.524582
109301,-112.195471,55.539029
109307,-112.45421,55.480889
109314,-112.376594,55.491959
109321,-112.344335,55.509953
109323,-112.344336,55.524587
109331,-112.758394,55.513555
109332,-112.68708,55.542663
109333,-112.868349,55.50996
109336,-112.97181,55.499074
109340,-113.152879,55.469966
109341,-113.198243,55.499057
109343,-113.172366,55.513511
109344,-113.152881,55.524528
109347,-113.385764,55.513501
109348,-113.301749,55.524523
109350,-113.353496,55.542596
109353,-113.566944,55.499053
109355,-113.431134,55.538971
109358,-113.612316,55.466396
109359,-113.670473,55.4664
109362,-113.722238,55.509908
109366,-113.83884,55.466391
109369,-113.79987,55.499082
109371,-113.825746,55.509921
109375,-113.85162,55.542616
109377,-113.980998,55.513861
109378,-113.903368,55.513575
109386,-114.063212,55.52854
109401,-114.76776,55.466726
109402,-114.774119,55.488361
109844,-110.25464,55.571711
109845,-110.164225,55.597169
109846,-110.461659,55.571688
109847,-110.377635,55.600795
109848,-110.597373,55.589949
109852,-110.610553,55.615419
109853,-110.597372,55.633492
109854,-110.636434,55.557241
109856,-110.73996,55.571716
109859,-110.714078,55.586354
109862,-110.688196,55.61544
109864,-110.798114,55.55726
109868,-110.895245,55.571731
109874,-110.817605,55.615447
109880,-110.862972,55.615457
109884,-111.076419,55.557271
109889,-110.979281,55.582755
109891,-110.97289,55.586366
109901,-110.947008,55.597195
109908,-111.205802,55.571733
109909,-111.128198,55.571735
109911,-111.128192,55.600823
109912,-111.205829,55.629906
109913,-111.361139,55.597188
109914,-111.335255,55.597198
109915,-111.283482,55.615449
109917,-111.496858,55.560885
109918,-111.425593,55.586346
109920,-111.522724,55.582738
109924,-111.671563,55.582746
109927,-111.619815,55.615448
109928,-111.568071,55.626264
109929,-111.826799,55.568117
109930,-111.74918,55.611837
109931,-111.85906,55.626276
109932,-111.826798,55.629903
109933,-112.007951,55.564488
109935,-111.884945,55.571716
109937,-112.014339,55.582731
109938,-111.936713,55.61545
109939,-112.143718,55.553658
109941,-112.091967,55.571731
109945,-112.14372,55.5972
109946,-112.08558,55.608269
109947,-112.163207,55.61544
109949,-112.221347,55.553681
109952,-112.292587,55.568136
109954,-112.247225,55.571752
109967,-112.29259,55.626316
109970,-112.376597,55.553702
109973,-112.396084,55.597246
109975,-112.441436,55.626331
109977,-112.603066,55.600846
109978,-112.557716,55.615488
109979,-112.583588,55.611872
109981,-112.577202,55.626327
109988,-113.094744,55.557233
109991,-113.1401,55.611781
109992,-113.146488,55.62985
109993,-113.411643,55.557212
109996,-113.30175,55.597151
109997,-113.392077,55.615399
109998,-113.327621,55.629857
110001,-113.560553,55.571688
110003,-113.547371,55.608236
110004,-113.457017,55.629865
110008,-113.689968,55.600797
110009,-113.638202,55.600801
110018,-113.81936,55.586345
110028,-113.748121,55.626258
110029,-113.999518,55.550443
110042,-113.981002,55.626566
110043,-114.017987,55.572077
110044,-114.050075,55.597555
110047,-114.224524,55.572072
110052,-114.166429,55.615779
110053,-114.302093,55.61216
110054,-114.392724,55.568454
110055,-114.315179,55.575661
110057,-114.450808,55.586686
110060,-114.586587,55.553999
110061,-114.528438,55.60116
110062,-114.554319,55.615796
110064,-114.56071,55.630249
110325,-110.312703,55.640884
110326,-110.254638,55.695515
110327,-110.604162,55.64451
110334,-110.92753,55.658995
110336,-110.875759,55.670019
110337,-110.791724,55.699079
110341,-111.024658,55.644553
110343,-111.082807,55.644536
110355,-111.03106,55.688123
110359,-111.050555,55.702761
110362,-111.134574,55.644549
110367,-111.128177,55.659008
110369,-111.108676,55.65177
110376,-111.128198,55.699136
110379,-111.393391,55.644522
110380,-111.289872,55.655377
110382,-111.309363,55.688081
110387,-111.283493,55.706322
110391,-111.438742,55.673616
110392,-111.509951,55.699091
110393,-111.587556,55.658977
110394,-111.619816,55.688076
110395,-111.677952,55.717157
110396,-111.749181,55.644538
110398,-111.775049,55.670017
110399,-111.826798,55.717165
110400,-111.910829,55.655373
110403,-112.163207,55.655368
110405,-112.111454,55.670013
110409,-112.111453,55.6991
110413,-112.189083,55.673615
110415,-112.240836,55.684484
110416,-112.221349,55.684477
110419,-112.227657,55.695546
110420,-112.240834,55.702731
110427,-112.370214,55.659026
110428,-112.473635,55.684496
110429,-112.350727,55.684487
110430,-112.376599,55.702749
110436,-112.583595,55.717194
110445,-112.939535,55.684426
110446,-113.043002,55.702688
110447,-113.178755,55.644494
110448,-113.250003,55.658931
110451,-113.33401,55.640879
110453,-113.359889,55.684419
110456,-113.379377,55.713502
110458,-113.334011,55.71712
110460,-113.560552,55.640889
110462,-113.45702,55.688042
110463,-113.489299,55.702685
110464,-113.592831,55.644503
110467,-113.586438,55.699059
110468,-113.689968,55.702693
110469,-113.638203,55.71715
110472,-113.851623,55.669986
110475,-113.773996,55.684441
110477,-113.877497,55.702674
110478,-113.79987,55.717145
110479,-113.929248,55.641031
110481,-113.948729,55.684631
110485,-113.955112,55.717347
110486,-114.037421,55.655724
110487,-114.146984,55.673953
110488,-114.018003,55.684796
110489,-114.04381,55.717502
110491,-114.250384,55.673968
110497,-114.172822,55.713882
110498,-114.321563,55.641246
110499,-114.379643,55.670351
110503,-114.450813,55.717489
110505,-114.55432,55.64127
110507,-114.554321,55.655723
110508,-114.476674,55.655699
110511,-114.554322,55.670357
110981,-110.241854,55.782778
110982,-110.422995,55.75725
110983,-110.429381,55.800788
110986,-110.726777,55.771717
110987,-110.772231,55.786334
110989,-110.694582,55.797192
110992,-110.901666,55.731801
110993,-110.823993,55.76089
110997,-110.927595,55.790026
111000,-110.798111,55.804399
111001,-110.97932,55.742711
111009,-110.959864,55.77904
111010,-110.998773,55.790064
111011,-111.05054,55.786451
111015,-111.21225,55.74631
111016,-111.128194,55.746315
111019,-111.128188,55.790036
111022,-111.335239,55.746256
111023,-111.283496,55.742636
111024,-111.309366,55.789975
111025,-111.335239,55.800815
111030,-111.438741,55.746241
111031,-111.542203,55.760865
111032,-111.548589,55.800787
111034,-111.438741,55.800801
111037,-111.600331,55.746246
111038,-111.677952,55.771716
111039,-111.710134,55.789947
111040,-111.645689,55.804407
111041,-111.787744,55.742644
111044,-111.865371,55.771706
111045,-111.775049,55.771729
111046,-111.826797,55.804405
111047,-111.904437,55.757264
111048,-111.884943,55.789957
111051,-111.936713,55.800809
111052,-112.059701,55.746243
111053,-112.085572,55.775336
111054,-112.240832,55.728205
111059,-112.24722,55.742659
111060,-112.195469,55.742636
111062,-112.402469,55.728227
111065,-112.337944,55.789973
111074,-112.525359,55.742718
111086,-112.680686,55.760884
111087,-112.738872,55.800818
111088,-112.933117,55.728144
111090,-112.842408,55.786341
111091,-112.926327,55.786333
111094,-113.198244,55.804365
111095,-113.127005,55.804357
111096,-113.405255,55.728126
111098,-113.411645,55.789911
111099,-113.282266,55.804347
111100,-113.560556,55.742597
111101,-113.508793,55.742612
111102,-113.457022,55.775306
111105,-113.573257,55.782743
111108,-113.482908,55.804375
111110,-113.625021,55.757256
111111,-113.715836,55.775303
111112,-113.68996,55.77532
111116,-113.877497,55.728148
111118,-113.871107,55.775306
111120,-113.748099,55.786319
111122,-113.799855,55.800794
111123,-113.974596,55.74649
111124,-113.942337,55.739167
111125,-113.896983,55.757264
111126,-113.974598,55.775574
111127,-114.08903,55.732141
111129,-114.121184,55.75761
111131,-114.043793,55.790311
111134,-114.192289,55.742979
111136,-114.276244,55.772066
111139,-114.373264,55.74298
111140,-114.450815,55.761211
111141,-114.327952,55.790303
111143,-114.767738,55.80483
111656,-110.315196,55.858947
111657,-110.348142,55.837104
111658,-110.432894,55.840947
111660,-110.58952,55.819038
111664,-110.58952,55.858965
111667,-110.511204,55.87721
111672,-110.563415,55.891669
111675,-110.7526,55.815432
111683,-110.772255,55.89165
111690,-110.804803,55.829862
111703,-110.981139,55.833431
111706,-110.95502,55.877149
111723,-111.039749,55.891621
111724,-111.215986,55.833482
111726,-111.111624,55.833429
111727,-111.150508,55.848117
111728,-111.137696,55.877199
111730,-111.326838,55.81543
111731,-111.300736,55.829862
111732,-111.346494,55.848113
111733,-111.268187,55.891636
111735,-111.450907,55.873574
111739,-111.692302,55.877184
111741,-111.718406,55.891624
111743,-111.764168,55.833457
111747,-111.875017,55.848079
111751,-111.848913,55.891629
111752,-111.77061,55.891631
111753,-111.894678,55.815395
111754,-111.999093,55.833452
111757,-112.01875,55.851691
111761,-112.038004,55.887993
111763,-112.155691,55.833443
111764,-112.10349,55.833448
111769,-112.292651,55.833442
111770,-112.227553,55.833435
111771,-112.234001,55.877156
111772,-112.292654,55.873549
111773,-112.364517,55.818969
111775,-112.44929,55.844457
111780,-112.612414,55.88798
111781,-112.684395,55.829815
111783,-112.873256,55.811804
111784,-112.964858,55.84443
111785,-112.938757,55.877141
111786,-112.860451,55.891592
111787,-113.160378,55.82978
111788,-113.232327,55.844423
111795,-113.251988,55.891571
111798,-113.14757,55.88795
111800,-113.336736,55.851632
111802,-113.382491,55.858863
111805,-113.421486,55.8771
111807,-113.493346,55.815338
111809,-113.47361,55.840826
111811,-113.617422,55.815324
111813,-113.747925,55.818934
111814,-113.695714,55.844409
111817,-113.852338,55.818968
111819,-113.78048,55.833403
111821,-113.806584,55.858879
111822,-113.852322,55.887969
111824,-113.956702,55.87368
111825,-114.011729,55.819406
111826,-114.14823,55.83074
111828,-114.063739,55.877776
111829,-114.19382,55.845411
111831,-114.460371,55.849011
111832,-114.375903,55.888958
111833,-114.538667,55.878118
111834,-114.610557,55.870921
112280,-110.387136,55.97532
112282,-110.563415,55.920756
112284,-110.537309,55.920756
112287,-110.51765,55.949839
112290,-110.589521,55.960859
112292,-110.778692,55.917117
112295,-110.687494,55.938995
112299,-110.758972,55.96446
112302,-110.64818,55.982526
112303,-110.798356,55.902666
112305,-110.928897,55.90263
112311,-110.850561,55.964469
112312,-110.93532,55.96444
112314,-110.98754,55.902663
112317,-110.981074,55.964455
112318,-111.05938,55.964451
112319,-111.065822,55.971678
112323,-111.137684,55.93537
112324,-111.13768,55.960843
112325,-111.215982,55.964456
112328,-111.379039,55.917116
112329,-111.294288,55.92073
112330,-111.294287,55.96445
112331,-111.372593,55.964449
112332,-111.529223,55.917114
112333,-111.477011,55.924345
112335,-111.450905,55.960831
112337,-111.60754,55.920723
112339,-111.607539,55.960829
112340,-111.79671,55.902656
112341,-111.875013,55.902637
112344,-111.914329,55.902638
112347,-112.011896,55.946175
112349,-111.920773,55.949793
112350,-111.999086,55.957245
112352,-112.103489,55.906251
112355,-112.103488,55.931723
112356,-112.155694,55.949784
112357,-112.077389,55.964418
112358,-112.097043,55.95724
112359,-112.312314,55.906243
112361,-112.234003,55.920694
112362,-112.318761,55.935327
112366,-112.370968,55.920683
112368,-112.495061,55.935304
112369,-112.397074,55.964413
112371,-112.475391,55.964407
112373,-112.605897,55.964419
112377,-112.729945,55.964405
112378,-112.710288,55.97524
112380,-112.866897,55.92068
112381,-112.83435,55.9353
112382,-112.834352,55.982452
112383,-113.121468,55.935288
112385,-113.095365,55.978836
112386,-113.017052,55.97884
112387,-113.245543,55.913433
112388,-113.23233,55.920662
112391,-113.317003,55.899005
112395,-113.362837,55.93167
112399,-113.343101,55.967982
112409,-113.402151,55.971592
112412,-113.467247,55.906178
112418,-113.473612,55.946107
112419,-113.604133,55.982412
112422,-113.669615,55.920648
112423,-113.649959,55.964362
112425,-113.728259,55.960751
112426,-113.904512,55.906211
112427,-113.904511,55.935296
112430,-113.780457,55.9752
112431,-113.956716,55.964533
112432,-114.089738,55.946867
112433,-114.018118,55.964826
112434,-114.193807,55.961755
112436,-114.643119,55.92166
112990,-110.204494,56.008009
112991,-110.276309,56.051732
112992,-110.361034,56.008015
112993,-110.328486,56.05172
112994,-110.569862,55.993563
112998,-110.602333,56.022641
113003,-110.543758,56.051738
113008,-110.517653,56.066186
113009,-110.720059,55.993559
113012,-110.641735,56.022631
113013,-110.778719,56.037084
113019,-110.92888,56.004388
