header,real:6
161,0.223,61.388,3.321,0.477,5000
167.5,0.249,53.13,1.898,0.538,7000
175,0.268,59.571,2.193,0.533,9000
175,0.268,59.571,2.193,0.533,9500
177,0.209,51.707,3.127,0.459,10000
180.5,0.241,38.962,7.568,0.445,11000
180.5,0.241,38.962,7.568,0.445,12000
180.5,0.241,38.962,7.568,0.445,13000
250,0.197,67.855,15.329,0.374,14000
306,0.086,100.561,3.212,0.399,1000
430,0.2,126.961,3.262,0.508,5000
448,0.217,134.352,2.183,0.504,7000
452,0.131,125.53,3.673,0.432,9000
452,0.131,125.53,3.673,0.432,9500
458,0.173,147.602,3.085,0.463,10000
465,0.209,111.964,5.917,0.385,11000
465,0.209,111.964,5.917,0.385,12000
465,0.209,111.964,5.917,0.385,13000
480,0.212,94.954,8.681,0.641,14000
320,0.191,90.778,4.136,0.487,1000
438,0.235,93.987,2.668,0.558,5000
451,0.227,88.458,3.044,0.521,7000
453.5,0.201,78.968,4.341,0.464,9000
466,0.232,81.289,6.676,0.426,9500
474,0.257,66.213,9.525,0.426,11000
474,0.257,66.213,9.525,0.426,12000
474,0.257,66.213,9.525,0.426,13000
529,0.304,28.604,3.122,0.341,14000
238.5,0.255,94.269,7.36,0.443,1000
388,0.252,98.419,6.713,0.453,5000
396.5,0.284,70.553,4.886,0.433,7000
403.5,0.246,101.976,3.965,0.46,9000
403.5,0.246,101.976,3.965,0.46,9500
405,0.254,106.719,5.368,0.498,10000
407,0.247,81.818,9.11,0.394,11000
410,0.254,92.49,11.269,0.389,12000
410,0.254,92.49,11.269,0.389,13000
458.5,0.053,100.791,10.624,0.398,14000
177,0.216,87.719,6.216,0.5,2000
209,0.152,76.207,13.163,0.425,3000
215,0.007,73.34,10.891,0.329,4000
221,0.222,87.406,6.002,0.474,5000
221,0.222,87.406,6.002,0.474,6000
225,0.229,77.274,5.625,0.456,10000
227,0.254,59.285,19.823,0.396,11000
231.5,0.258,63.372,14.73,0.454,12000
231.5,0.258,63.372,14.73,0.454,13000
261,0.335,86.8,21.377,0.431,14000
398,0.344,55.784,5.069,0.498,1000
521.5,0.374,114.09,2.894,0.534,5000
542,0.385,120.352,1.569,0.516,7000
545,0.364,101.277,1.982,0.507,9000
545,0.364,101.277,1.982,0.507,9500
551.5,0.37,108.035,2.307,0.508,10000
556.5,0.257,95.201,4.7,0.375,11000
556.5,0.257,95.201,4.7,0.375,12000
556.5,0.257,95.201,4.7,0.375,13000
606,0.271,100.357,5.105,0.339,14000
527.3,0.204,92.891,10.658,0.41,10000
378,0.274,102.632,2.855,0.473,1000
497,0.212,111.737,2.988,0.507,5000
516,0.137,112.768,3.592,0.423,7000
522,0.162,124.192,3.016,0.448,9000
522,0.162,124.192,3.016,0.448,9500
525.5,0.179,129.215,3.651,0.388,10000
535.5,0.122,152.941,6.348,0.429,14000
282,0.314,83.365,3.317,0.421,1000
411,0.18,106,3.81,0.424,5000
426.5,0.166,89.149,4.366,0.402,7000
435,0.122,103.36,4.143,0.429,9000
435,0.122,103.36,4.143,0.429,9500
439.5,0.191,110.78,3.569,0.405,10000
449,0.175,112.132,6.474,0.372,11000
449,0.175,112.132,6.474,0.372,12000
449,0.175,112.132,6.474,0.372,13000
489,0.278,44.759,2.549,0.322,14000
440,0.261,100.802,1.945,0.457,1000
569,0.107,105.826,4.106,0.337,4000
595,0.111,112.523,6.13,0.312,5000
609,0.15,101.914,2.776,0.386,7000
624,0.028,99.43,4.615,0.35,9000
624,0.028,99.43,4.615,0.35,9500
634.5,0.122,84.123,5.294,0.285,10000
636,0.109,108.17,6.305,0.285,11000
636,0.109,108.17,6.305,0.285,12000
